"Start Loc X","Start Loc Y","Goal Loc X","Goal Loc Y","Obstacle 1 Loc X","Obstacle 1 Loc Y","Obstacle 1 Radius","Obstacle 2 Loc X","Obstacle 2 Loc Y","Obstacle 2 Radius","Mean X","Mean Y","SXX","SYY","SXY"
0,486,600,301,332,410,44,382,55,53,427.143,340.571,58874.1,5412.29,-15218.3
0,101,600,15,331,342,68,67,300,43,490.75,26.25,40039.6,1011.07,-5941.64
0,399,600,334,92,391,35,128,497,30,357.833,404.5,71215.8,14980.3,-22296.7
0,105,600,288,482,447,49,188,241,28,468.615,326,32064.8,12954.2,486
0,552,600,474,396,55,16,511,125,35,417.3,348.3,30709.3,35527.8,2935.23
0,182,600,330,57,226,52,425,425,66,438.625,277.875,48176.6,12261.6,19359.4
0,147,600,125,353,342,52,555,521,40,358.429,117.286,50480.6,1845.57,-1286.81
0,201,600,440,129,200,67,222,332,63,377,269.111,59528.5,24455.4,30275.4
0,474,600,302,156,392,12,209,68,16,418.5,375.75,79721.7,7028.92,-20535.2
0,442,600,96,355,212,21,151,444,70,410.9,178,52146.8,15795.6,-21083.8
0,149,600,330,158,230,37,442,412,28,420.556,324.556,60882.3,8944.53,4319.15
0,144,600,569,328,459,20,182,149,71,443.5,461.833,52037.9,26351.4,36810.5
0,257,600,29,56,360,17,540,228,30,435.909,81,41585.3,4602.6,-9744.8
0,337,600,425,448,338,48,217,27,16,461,438,34752.2,2159.8,3616.3
0,374,600,74,119,501,42,477,569,13,498.538,104.308,25363.9,8929.23,-14205.4
0,579,600,167,514,203,28,148,131,50,449.5,194.5,53879.9,37801.9,-39302.5
0,223,600,552,320,557,26,304,52,38,349.1,492.8,46648.3,10858.6,14658.5
0,94,600,69,200,505,67,540,182,10,410,59.7143,46255.7,556.905,-2148
0,358,600,496,268,151,31,80,179,39,482.8,478.4,32285.3,5102.93,8033.09
0,291,600,473,524,316,58,241,71,63,489.571,446.571,47572.6,8967.62,13290.3
0,573,600,443,93,432,67,401,284,23,375.778,504.778,67621.9,5174.44,-13167.2
0,216,600,491,447,124,70,315,577,20,404.5,429.688,31927.2,14314.4,19041.1
0,112,600,298,453,107,59,291,462,62,477.182,298.727,29647.4,8025.62,8828.35
0,319,600,80,289,90,47,102,305,35,416.111,249.333,46320.9,40220.3,-18311.2
0,71,600,269,115,441,18,229,363,50,476.198,222.761,41450.3,5935.91,5944.28
0,328,600,540,208,76,67,174,206,66,422.286,453.429,77674.9,9200.62,23304.5
0,282,600,463,246,86,72,286,75,55,512.778,388.778,37436.4,19563.2,9013.57
0,594,600,561,373,514,43,83,355,52,491,537.083,29421.6,3798.08,1096.18
0,427,600,250,273,145,11,236,229,12,460.286,260.214,35074.2,8063.72,100.242
0,24,600,67,588,17,11,441,433,32,493.714,48.1429,48271.2,179.81,2500.88
0,280,600,398,102,205,17,447,480,43,412.556,366.556,48258,3268.78,1990.78
0,257,600,84,212,395,29,337,320,52,330.061,154.454,56227.3,11142.8,-14782.5
0,563,600,312,189,219,26,265,471,23,478.333,360.111,34426,9926.86,-14372.5
0,485,600,490,105,505,17,258,494,21,379.273,412.636,47708,13106.5,8276.31
0,64,600,114,287,198,38,319,243,12,486.857,144.857,48186.5,16774.8,2407.31
0,444,600,233,161,134,21,187,161,18,362.7,293.3,56087.3,15898,-1140.46
0,386,600,133,490,446,25,326,383,37,451,190.875,57220.3,8240.7,-9927.29
0,223,600,529,367,407,34,388,463,17,428.25,421.5,81720.9,21665,38346.5
0,508,600,128,63,222,23,264,539,26,465.444,205.889,35449,15711.1,-23311.6
0,416,600,194,203,187,37,228,420,56,325,413.2,55048.2,28330.2,-30777.8
0,337,600,378,443,154,42,457,521,12,383.006,209.799,26463.3,9932.9,-340.858
0,42,600,48,443,420,60,76,511,59,457.429,64.8571,48204.3,906.143,-184.095
0,264,600,515,245,99,15,187,171,35,449.875,439.875,56546.7,18727.8,10203.7
0,123,600,154,199,286,68,195,290,40,451.533,235,24376.3,15597.1,-5548.29
0,383,600,315,169,576,22,67,467,44,451.615,277.231,36150.1,10520,4054.93
0,66,600,312,334,169,56,76,203,50,321.615,310.615,60409.1,13952.6,9808.76
0,206,600,115,484,276,31,354,257,54,392.875,97.25,38899.3,2577.64,-5813.25
0,517,600,322,344,318,20,506,448,51,429.375,316.75,61761.1,8437.07,-6961.89
0,433,600,378,399,324,19,488,529,43,480.286,441.929,37706.1,9405.76,-9263.21
0,557,600,418,379,315,70,20,259,17,479,457.125,43868.3,6153.55,-8462.57
0,380,600,2,447,567,16,157,552,17,368.125,105.875,58650.1,22357.3,-30997.3
0,10,600,530,547,230,23,154,453,24,520.308,456.462,25989.7,23629.1,21608.4
0,122,600,403,137,50,14,506,416,60,501.84,342.419,24677.2,7250.91,12266.7
0,222,600,111,332,357,70,277,392,53,479.143,85.2857,47123.5,5043.24,-12115.7
0,587,600,279,494,388,52,157,488,44,439.948,282.993,39744.6,23028.7,-20900.7
0,190,600,229,133,477,38,200,224,57,443.083,327.333,38571.7,21454.4,-5558.67
0,491,600,166,490,282,35,203,278,63,417.913,229.118,31897.8,22995.3,-21372.5
0,16,600,516,256,71,71,164,439,48,397.182,409,54357.6,34409.2,41323.5
0,559,600,55,468,90,23,534,175,61,454.429,179,44861.6,32232,-36729.2
0,463,600,40,209,297,43,245,145,10,426.25,94.125,54469.1,22564.1,-23491.8
0,299,600,314,554,430,12,441,95,59,433.909,330.091,42407.3,14211.9,-2103.59
0,198,600,135,538,105,34,214,511,51,466.5,181.5,35594.9,2979.61,-1971.94
0,543,600,238,304,402,64,122,372,60,374.343,388.592,51526.8,17694.6,-26393.3
0,324,600,404,93,426,16,252,96,22,450.6,331.8,41520.5,11056.6,12321.8
0,300,600,159,441,69,48,420,187,63,525.273,187.545,30687.2,4372.67,-6975.66
0,599,600,381,521,369,73,376,274,27,452.237,268.211,35682.2,21301.5,-2429.25
0,312,600,11,303,333,12,75,197,37,477.471,169.353,21394.5,32377.9,-9568.24
0,56,600,67,325,186,48,44,109,33,355.881,48.2145,55597,1081.04,-3361.65
0,481,600,585,192,351,26,498,411,53,473.455,483.182,36441.1,18502.2,7325.31
0,348,600,433,430,488,64,499,211,36,483.277,369.413,26140,17001.3,8784.64
0,230,600,258,552,329,13,34,235,24,438.286,248,45650.5,9755.85,8985.38
0,594,600,327,397,116,64,374,414,45,385.714,289.071,67066.8,24949.6,-18609
0,338,600,210,95,489,10,309,493,58,456.8,245.2,65981.7,2973.7,-13693.4
0,483,600,129,139,48,26,273,263,17,449,189.111,50347,12704.9,-20742.4
0,285,600,334,262,460,11,499,365,52,396.667,314,118012,741,8648.5
0,436,600,149,318,257,35,113,85,38,498.692,166,34181.9,8795.83,-16025.8
0,88,600,389,173,373,25,142,335,54,476.833,380.667,55206.2,25194.3,32031.9
0,556,600,309,345,67,26,236,437,56,441.727,343.818,36493.4,27077.8,-22465.8
0,531,600,408,399,220,53,158,511,45,372.588,276.294,44570.1,30885.2,5858.32
0,114,600,554,302,305,23,324,162,46,526.357,448.429,23552.1,26887.8,15702.2
0,81,600,216,526,104,41,521,53,50,423.417,256.167,39443.5,15046.9,-4747.8
0,484,600,100,211,252,13,486,313,12,523.727,136.091,30708.2,14107.7,-19648.3
0,584,600,47,143,61,38,540,456,29,442.889,173.778,47287.6,36773.9,-41473.6
0,458,600,217,415,165,52,491,236,27,460.833,291.667,52759.4,7830.67,-19536.3
0,389,600,518,380,56,16,184,516,28,499.385,484.769,25265.4,2163.86,5878.26
0,345,600,290,252,171,16,490,498,46,461.25,269.917,35724.2,12419.7,-942.159
0,407,600,186,288,232,51,353,243,18,385.846,207.923,52210,14013.6,-10886.8
0,63,600,334,381,507,18,488,335,33,444.5,188.75,49115.1,12975.4,16917.4
0,253,600,554,539,279,58,501,413,48,401.714,488.071,48102.1,10763,21879.9
0,404,600,145,519,262,41,441,397,34,461.333,181.25,37602.6,13912.9,-17912.9
0,351,600,87,308,513,56,269,155,56,340.588,113.706,54852,7103.85,-4195.44
0,367,600,312,290,330,74,220,149,64,444.667,328.5,56631.1,4697.5,-8883.6
0,402,600,258,452,274,70,398,248,16,478,263,55367.6,9992.8,-14474.2
0,378,600,287,64,320,45,164,224,71,426.333,338.2,42106.8,11938,-12909.2
0,292,600,473,414,415,41,90,408,67,496.5,428.071,27524.6,17746.7,13016.7
0,475,600,140,224,102,62,360,461,21,433.6,268.4,61400.3,52989.3,-36128.6
0,70,600,460,400,113,68,527,163,70,439.083,363.964,43118,26540,23755.5
0,551,600,357,386,53,10,190,308,41,477.667,326,55723.5,24670.4,-22423.4
0,367,600,529,378,501,47,333,113,56,435.538,528.308,44074.6,3079.06,3840.65
0,193,600,425,83,575,17,186,250,73,413.75,332.5,47408,25480.6,29994.1
0,62,600,473,98,100,25,331,123,36,293.143,356.286,82207.1,33179.6,35057
0,180,600,486,232,433,37,333,225,73,425.545,444.455,40651.5,10296.5,13424.5
0,68,600,136,129,169,68,100,339,60,405.1,102.7,69138.1,3642.68,11314.9
0,275,600,387,342,60,31,101,337,15,480.286,336.714,46537.9,22780.6,10626.1
0,241,600,105,461,358,62,229,447,22,450.833,118.417,50800.5,3985.54,-13621.8
0,561,600,11,61,539,39,389,280,48,405.182,309.182,41301.4,39558.8,-19013.3
0,573,600,593,187,179,15,49,377,14,449.833,500.5,58761.4,18509.1,-4950.9
0,121,600,55,477,437,41,537,515,58,443.333,71.7778,45911.3,1127.19,254.208
0,460,600,388,191,417,72,53,313,21,354.667,331,73214,17290.3,10566.5
0,74,600,66,267,464,16,111,318,21,414.9,72.2,47112.1,1279.29,2642.8
0,257,600,184,37,443,11,65,309,34,403,225.2,70770.5,2942.2,-11250.5
0,220,600,336,200,471,64,452,280,23,367.242,375.752,36535.2,7438.08,9288.57
0,589,600,465,137,510,44,470,553,42,369.818,429.273,68285.2,16993,-8112.45
0,316,600,300,326,563,29,162,530,49,438.714,249.571,52326.6,6071.62,-6296.14
0,416,600,505,291,144,68,449,197,64,408.875,517.25,59548.4,5093.93,13578.8
0,360,600,32,103,393,71,409,291,56,445,118.75,54748,11657.6,-21858
0,46,600,540,312,403,21,345,350,49,439.909,343.455,30018.3,41506.1,28858.5
0,58,600,518,527,225,65,352,231,25,446,414.667,57843.2,35498.7,44927
0,542,600,211,321,510,44,229,124,40,309.929,255.357,58225.5,12716.6,-21207.6
0,314,600,248,427,62,50,256,310,54,389.533,198.2,44659.6,4468.03,6551.67
0,95,600,203,513,427,29,580,144,12,511.273,177.455,31834.4,856.873,4738.86
0,148,600,240,219,464,51,405,488,54,418,168,50082.4,5614.22,9149.11
0,206,600,424,459,225,37,484,257,16,457,422.75,42262.9,10919.4,13423.1
0,449,600,64,199,378,64,436,136,60,421.875,216.125,52665.7,16440.8,-19165.5
0,518,600,212,219,406,19,369,230,51,410.556,326.778,35472.3,15700.9,-13336.4
0,590,600,326,106,174,60,524,477,48,436.727,356.455,42149.4,9179.07,-18877.7
0,158,600,306,471,252,35,252,250,46,484.615,243.154,35151.4,13701.8,11685.3
0,94,600,362,447,519,54,311,214,62,476.143,340.571,45903.8,12061,22407.9
0,304,600,274,202,85,72,220,122,49,467.769,303.077,37876.4,1035.08,-271.981
0,282,600,254,248,113,66,198,420,51,417.667,298.065,43187.9,2410.31,-2951.8
0,364,600,304,88,346,73,313,406,14,452.692,265.538,38442.7,6702.27,5917.01
0,588,600,242,407,253,33,228,509,19,427.471,327.882,47610.4,22549,-25784.8
0,275,600,307,331,451,48,451,284,63,451.711,344.123,27182.2,3487.72,3770.68
0,539,600,397,355,577,15,543,448,32,439,447.3,35855.6,3981.79,-9979.22
0,101,600,569,556,165,25,238,306,49,432.292,435.883,43051.4,27403.9,23292.1
0,224,600,422,414,246,11,487,94,18,483.222,409,34924.7,6128.5,11122.6
0,262,600,474,260,558,14,347,102,66,373.733,452.133,49999.1,15155,12683.7
0,237,600,107,350,269,53,313,390,30,371.667,77.5,64975.5,7589.9,-11359
0,566,600,403,468,237,32,521,389,46,460.891,421.406,45618.9,6514.8,-1412.14
0,538,600,498,210,403,68,92,340,38,351.403,499.964,43988.7,1910.28,-1595.13
0,560,600,50,121,98,63,95,387,14,364.182,201.182,56115,39442.4,-43279.2
0,143,600,409,229,498,14,130,269,69,409.818,309.273,43106.8,34564.6,30886.1
0,250,600,375,161,353,66,494,396,16,410.818,244.182,43920,5947.56,7984.64
0,589,600,440,104,350,22,100,320,49,431.3,349,35329.3,15370,-7264.22
0,318,600,46,440,318,57,547,169,47,372,127.333,104877,27461.3,-52734
0,374,600,538,335,140,60,221,50,16,502.455,529.364,30968.7,3338.45,7775.92
0,447,600,539,526,392,20,485,380,56,422,542.308,38628.3,1209.73,4369.25
0,276,600,370,518,401,46,269,339,49,461.417,290.417,32105.9,11863.4,8493.9
0,520,600,518,120,464,46,517,336,71,394.9,376.3,60119.7,35860.7,28513.5
0,514,600,574,434,346,46,329,407,38,490.071,437.5,28431.6,24664,8318.96
0,488,600,148,564,366,11,311,559,37,447.786,171.214,36544.5,10042.3,-13877.8
0,422,600,263,205,51,39,100,105,67,436,341.667,37238,7156.5,-12228
0,596,600,335,113,19,11,386,91,68,420.833,311.5,40395.1,13413.9,-4212.45
0,466,600,116,288,424,45,333,92,57,444.867,206.4,33179.6,10755.4,-14814.7
0,267,600,251,473,151,19,55,479,34,511.727,268.273,31515,5913.02,-3510.22
0,0,600,176,160,250,57,148,273,57,492.571,193.286,47402,11617.9,18772.5
0,82,600,571,433,69,32,273,266,44,316.833,415.5,64062.2,40138.3,45021.7
0,429,600,415,152,124,66,255,132,49,437.579,328.053,35621.4,21261.1,-12736.8
0,383,600,88,70,444,12,87,91,27,505.8,211,32819.7,36863.8,-14473.1
0,511,600,134,528,102,54,435,332,62,464.455,243.091,38412.1,9660.89,-17540.7
0,64,600,89,324,249,52,420,246,34,443.2,99.8,65457.7,2559.7,2002.05
0,279,600,326,504,341,38,428,478,19,492.941,271.235,20692.2,6857.69,2177.7
0,440,600,513,36,420,33,431,516,13,352.667,499.111,67204.5,2508.61,1823.17
0,265,600,96,390,229,35,257,327,69,506.1,140.1,33984.3,30667.9,-14424
0,333,600,405,221,536,33,178,165,72,509.125,332.938,21427.3,7037.13,1919.88
0,523,600,540,262,188,52,531,130,26,431.333,509.4,42377,2412.83,3997.71
0,448,600,510,514,64,42,290,65,58,442.4,515.6,62747.3,1577.3,8875.7
0,16,600,577,459,255,59,264,206,19,296.7,386.5,63614.9,43811.6,45783.6
0,416,600,595,323,441,51,106,226,43,420.273,486.818,44631.4,9575.16,12946.8
0,520,600,536,158,545,17,225,430,67,421.973,526.996,48579.4,671.812,899.714
0,177,600,71,207,305,65,210,345,61,459.6,108.2,66802.3,2683.2,-10819.4
0,419,600,525,293,178,41,521,363,70,423,519,81640.7,4832.67,17945
0,563,600,116,544,386,15,478,252,14,451.75,166.5,50489.6,26508.3,-32573.6
0,109,600,177,483,558,24,403,189,70,498.5,194.4,33549.2,9601.6,1655.44
0,239,600,171,414,172,37,550,134,10,424.178,242.526,39881.7,8984.01,-4536.54
0,115,600,199,110,141,12,536,164,47,496.929,276,25296.8,8008,2978.69
0,258,600,530,265,370,31,317,180,41,471.2,339.5,46234.4,36356.1,6833.56
0,61,600,320,473,253,55,454,401,29,453.583,313.25,33637,7676.75,7280.11
0,345,600,408,199,126,10,395,529,50,498.923,336.692,26423.4,14612.6,-2891.44
0,317,600,543,221,328,26,151,173,60,460.6,415.4,45262.5,35112.5,26366.1
0,460,600,491,376,518,54,150,527,42,499.5,324.313,22264.4,22292.4,3278.23
0,433,600,23,327,98,30,349,566,31,402.727,80.8182,49421.4,14662.4,-16910.2
0,77,600,502,373,316,63,323,184,62,309.957,452.927,51144,23012.8,12263.7
0,125,600,288,398,225,73,516,75,25,491,288.444,37679.8,5881.03,9010
0,470,600,70,499,76,30,65,186,22,416.333,196.833,62904.3,20435,-30983.1
0,261,600,515,284,185,72,377,476,45,465.111,515.222,46640.6,10014.2,17605
0,280,600,503,162,166,73,27,514,22,458.111,445.111,43250.6,6932.11,10829.9
0,60,600,234,521,250,50,363,464,38,445.083,216.917,31880.4,6429.36,1850.74
0,570,600,495,481,331,72,533,141,64,502.889,504.556,37840.9,1886.03,-4351.81
0,339,600,455,370,502,64,368,528,15,456.9,309.4,36219.7,16116.3,9862.82
0,382,600,68,106,27,12,317,154,72,502.154,107.462,30138.5,15736.8,-18931
0,314,600,47,277,515,57,66,120,29,412,89.8182,36250,7829.76,-11940.6
0,229,600,172,380,315,62,317,478,39,407.5,170.125,56205.7,3905.84,-9806.07
0,539,600,224,523,421,48,545,104,25,406.778,174.333,51616.9,23224.3,-14204.3
0,544,600,101,511,141,69,82,403,14,442.375,146.25,59411.1,27965.1,-27096
0,150,600,435,153,413,61,373,323,10,438.167,399.833,51579.8,15560.6,25830.4
0,286,600,276,79,42,31,418,272,70,420.125,174.125,43122.7,11633.6,-218.446
0,292,600,291,285,557,29,96,482,67,507.364,340.545,30266.9,3575.67,912.882
0,372,600,56,373,437,45,520,405,10,459.286,149.143,44949.6,18486.8,-25610.9
0,74,600,504,48,419,26,209,213,29,412,397.833,36244.2,38296.7,24843.5
0,596,600,336,110,321,60,113,474,43,410,418.857,57469.7,13064.5,-26612.7
0,256,600,174,290,149,63,284,270,62,410.231,241.077,33723.5,36681.6,-21916
0,519,600,144,342,132,30,393,266,71,427.167,266.583,44467.8,31082.1,-28011.3
0,419,600,538,326,416,57,505,482,31,487.193,457.238,39797.8,26630,6305.78
0,347,600,529,106,212,17,135,116,66,472.9,459.6,38671.4,4599.38,11609.2
0,92,600,298,263,173,19,476,113,22,468.111,318.556,35566.6,9928.53,11712.7
0,484,600,397,304,250,64,367,125,39,395,431.333,117049,2096.33,-15624.5
0,121,600,410,183,406,67,476,483,66,469.571,258.429,38511.3,13448.1,16028.7
0,238,600,183,268,207,24,248,352,68,458.7,198,35780,1973.78,-5324
0,564,600,312,396,107,68,418,243,35,422.778,394,44285.2,17854.5,-22161.5
0,99,600,318,52,535,41,77,222,70,345.429,230.786,54754.9,30999.3,30063.9
0,454,600,334,394,497,56,376,205,34,451.286,316.714,47886.6,6831.57,-9894.07
0,191,600,503,531,438,28,223,521,68,429.553,464.832,32455.8,15783.7,15098.7
0,452,600,106,447,110,41,159,553,14,455.111,151.556,36388.1,15714,-21092.7
0,180,600,329,91,293,10,255,295,11,477.154,251.154,26503.6,15684.8,5675.97
0,92,600,151,290,38,13,154,471,68,462.556,114.556,39603,2198.78,3905.65
0,396,600,265,160,342,33,277,534,44,413.25,232,53823.9,13920,3778.86
0,421,600,329,189,484,64,216,185,68,397.75,314.125,50625.9,6288.13,-9734.11
0,569,600,532,213,516,24,171,476,32,322.077,474.923,47214.2,9725.58,7664.42
0,285,600,426,495,380,33,28,369,25,484.5,426.833,31578.1,6287.97,6919.73
0,585,600,541,151,209,67,132,544,31,384.5,415.75,45764.6,28649.1,7682.14
0,331,600,120,472,370,51,561,191,18,390.133,205.4,30538.3,21413.5,-19119.3
0,506,600,483,541,295,27,370,490,52,466.714,425.571,52522.9,9507.62,688.691
0,356,600,372,420,500,72,79,319,72,357.429,332.429,56035.3,16062.6,-13382.2
0,263,600,364,524,555,13,482,368,41,497.331,342.906,32148.2,1586.54,5610.17
0,544,600,369,501,423,50,356,402,34,503.211,267.947,22482.1,17702.5,-4872.49
0,476,600,446,123,457,31,512,149,34,483.727,467.182,32642.6,3632.56,-3160.95
0,447,600,331,471,486,40,396,276,41,452.429,296.286,44833.3,16420.6,-7102.14
0,258,600,585,153,69,51,350,174,56,409,515,67849.3,15688,30329.3
0,338,600,272,202,525,46,297,306,26,394,225.875,50015.1,12838.7,8397.14
0,250,600,579,346,200,46,414,83,17,457.357,533.5,34222.4,7413.04,11251
0,489,600,289,559,458,18,275,366,36,379.222,263.778,37557.2,18617.2,-1369.44
0,446,600,307,512,573,17,395,494,62,429,343,65121.5,4511.5,-16736.5
0,509,600,248,514,370,62,313,134,69,378.25,258,65657.4,17641.1,-530.714
0,366,600,576,464,202,12,92,457,50,446.945,482.376,45901.5,9687.35,13147.5
0,439,600,280,227,545,53,398,364,70,424.167,293.167,56522.6,6440.57,-16491
0,296,600,76,245,211,72,128,68,68,423.429,226.357,52882.1,30047.9,-31479.9
0,198,600,551,333,189,72,308,467,50,509.615,535.231,30253.1,10491,15517.5
0,194,600,294,228,106,38,78,501,47,490.571,256.571,47538,4526.95,7598.12
0,349,600,489,396,30,10,148,328,25,447.222,436.111,47787.7,9039.86,1570.85
0,569,600,543,284,472,66,327,343,53,479.5,554.333,55921.9,474.667,-1945.6
0,238,600,170,154,429,31,414,356,52,429.083,115.5,37295.7,3089,-1691.5
0,594,600,332,480,45,16,451,540,39,446.857,330.714,64115.8,18119.2,-15382
0,90,600,585,252,228,57,362,492,25,339.083,365.417,48157.9,25732.6,30146.2
0,437,600,122,375,437,34,49,155,27,452.222,143.889,45714.4,12533.9,-17829
0,484,600,492,241,505,43,293,220,41,339.5,512,67731.1,4044,7079.8
0,245,600,41,400,451,20,368,188,41,487.8,92.8,34692.4,4138.62,-9889.82
0,287,600,133,370,225,63,164,539,31,462.667,139.667,53571.9,5452.67,-15747.1
0,94,600,97,59,433,56,360,530,14,483,110.143,46162.7,3449.81,555.667
0,405,600,416,452,487,49,505,140,14,473.357,369.357,32765,2556.4,136.555
0,56,600,211,351,485,62,95,262,51,500,214.786,24655.5,7967.87,8808.23
0,145,600,27,158,178,32,279,54,50,451,127.143,45484,17038.8,-2197.83
0,588,600,482,367,73,26,45,280,30,456.444,436.889,58203,6885.86,-9090.07
0,308,600,567,358,52,39,518,528,55,500.8,414.6,37041,19716.4,14741.3
0,509,600,103,151,98,52,284,44,18,414.833,215.833,63421.8,26123.8,-40190.6
0,279,600,422,459,258,73,276,398,48,452.357,415.5,38389.6,5833.65,5451.65
0,407,600,518,162,271,42,128,389,29,359.167,423.583,45004.7,17087,18683.9
0,228,600,150,398,190,37,387,313,11,426.75,239.625,45334.2,10818.6,-11734.8
0,309,600,253,252,136,66,456,248,69,422.571,295.143,47762,1170.81,-1065.6
0,70,600,473,324,303,49,333,329,22,494.063,358.813,25616.6,19734.3,17942.6
0,13,600,519,194,211,55,544,372,43,425.534,364.675,35057.3,36652.6,23456.7
0,270,600,469,438,144,70,236,99,46,491.778,438.667,36144.7,6086.5,11417.4
0,309,600,309,407,322,71,210,326,26,448,361.286,53173.3,3615.24,-649.334
0,331,600,42,103,532,37,476,381,36,454,226.9,41960.4,24073.7,-12981.9
0,351,600,520,391,107,51,402,38,36,462.909,446.273,30187.5,9088.22,9751.63
0,214,600,23,170,51,25,541,458,42,345.125,170,65153.8,20963.4,-31456
0,385,600,305,438,81,50,357,393,45,491.571,303.714,47171.3,1982.57,-7611.14
0,437,600,339,476,62,29,211,463,71,412.8,312.6,59431.7,9592.3,-10698.6
0,392,600,45,310,529,32,406,259,60,401,141.125,40707.4,20627.6,-24070.3
0,546,600,224,259,478,42,201,272,25,435.5,372.8,39118.3,24960.6,-23163
0,560,600,500,214,226,66,232,369,23,312.857,338.929,64184.4,37419.6,16700.1
0,406,600,546,454,462,16,259,529,47,485.471,431.588,33253.3,20861.6,13675.7
0,119,600,582,102,284,21,421,297,27,276.273,470.455,51468,18126.3,9087.06
0,458,600,16,106,68,65,303,479,41,435.545,196.364,38114.7,55418.4,-33285.5
0,278,600,549,133,329,53,358,307,51,355.25,357.875,66197.6,53940.4,46647.2
0,516,600,486,443,122,54,342,320,43,394.25,453.25,78420.9,3518.25,-7504.75
0,281,600,420,192,524,62,183,64,18,514,434.071,25671.8,4081.3,6206.46
0,560,600,227,253,105,36,227,238,64,389.333,342.556,74908.3,15216.8,-23311.7
0,164,600,456,190,172,52,267,233,52,342.556,398.667,67744.3,12878,23675.8
0,75,600,549,136,384,18,103,372,73,360.754,312.935,71570.8,30806.9,25380.5
0,393,600,383,65,413,44,451,336,25,451.118,413.765,31315.2,10017.7,1972.53
0,170,600,440,557,498,25,510,322,33,400.221,336.501,40575.3,21638.4,24359.9
0,394,600,394,303,120,26,494,376,22,449.111,434.111,43651.1,1303.61,4300.11
0,232,600,109,121,50,38,363,499,28,441.556,179.333,44489.8,6965.5,-7391.58
0,214,600,477,204,400,67,236,78,70,295.818,444.091,67706.2,11622.1,5730.02
0,498,600,371,376,118,57,156,439,58,444.826,301.5,29733.7,9147.92,-2930.57
0,529,600,50,194,375,13,519,42,12,505.2,153.533,23290,26567.1,-17246.8
0,108,600,466,376,59,39,220,137,11,352.222,357.889,62874.9,18668.6,32211.2
0,47,600,271,172,511,26,83,53,29,383.714,240.143,44323.3,4966.75,5923.89
0,304,600,227,172,209,41,134,163,70,363.889,316.778,48616.6,14574.9,-18937.3
0,487,600,67,208,526,59,126,508,57,360.545,88.0909,49024.5,18430.7,-13155.9
0,354,600,205,204,159,17,19,445,17,454.167,291.333,31015.6,10754.4,-8696.61
0,150,600,2,472,248,68,161,298,15,497.792,43.5545,24368.8,4186.82,-7171.35
0,345,600,190,329,248,61,575,427,12,441.643,317.786,35931,20412.6,-14999.7
