"Start Loc X","Start Loc Y","Goal Loc X","Goal Loc Y","Obstacle 1 Loc X","Obstacle 1 Loc Y","Obstacle 1 Radius","Obstacle 2 Loc X","Obstacle 2 Loc Y","Obstacle 2 Radius","Obstacle 3 Loc X","Obstacle 3 Loc Y","Obstacle 3 Radius","Mean X","Mean Y","SXX","SYY","SXY"
0,424,600,202,319,44,40,176,359,10,159,337,66,481.833,216.333,38130.2,5492.79,-7979.94
0,133,600,194,463,237,62,516,179,36,243,90,55,482,202.2,31368.3,13722.7,-4443.57
0,517,600,242,105,542,12,399,52,19,186,104,44,461.091,312.455,46170.1,11729.3,-22953.9
0,131,600,401,225,89,30,543,390,36,478,338,38,403.875,367.625,62558.4,10127.4,20727.2
0,505,600,427,246,447,13,413,186,53,344,518,20,519.455,406.182,30717.5,2227.96,-5103.89
0,311,600,101,164,165,46,84,338,21,348,310,31,497.333,132.333,39672.2,4120.61,-5803.3
0,257,600,310,350,206,49,273,247,57,327,463,64,374,261.556,57064.5,3020.03,2835.63
0,141,600,479,360,286,30,119,254,52,558,170,18,413.527,328.023,41688,27556.7,28442.6
0,251,600,396,277,119,40,419,218,33,510,241,19,438.875,398.25,40271.3,8766.79,8591.04
0,121,600,16,532,54,46,552,545,19,266,135,36,460.941,55.3133,22743.2,3473.07,-4058.2
0,129,600,402,163,513,20,476,485,35,378,459,19,477.443,374.82,46406.2,12740.8,22527
0,72,600,20,425,303,57,243,246,38,131,533,31,460.538,134.538,28275.4,32602.8,-5904.65
0,557,600,207,377,462,41,106,201,40,92,198,66,376.071,281.857,53758.7,33694.4,-39404.7
0,570,600,234,85,205,45,171,241,67,322,521,45,392.133,304.333,47032.6,17227.5,-27047.8
0,267,600,595,397,472,70,54,290,29,526,357,37,436.917,416.583,29941.2,21567.7,19472.4
0,458,600,445,405,190,58,74,485,65,233,86,20,470.9,378.3,37517.4,13612.5,5553.7
0,54,600,473,327,306,12,199,468,31,239,328,39,424.3,439.5,48043.6,21781.4,27531.9
0,47,600,434,447,461,47,96,526,46,105,226,15,471.25,309.375,45272.8,25350.3,31308.6
0,345,600,468,365,207,49,407,75,51,174,60,22,447.947,426.418,36489,14438.9,16905.8
0,205,600,177,36,428,14,272,463,38,528,82,61,465.013,206.505,41140.4,7937.83,-9020.17
0,150,600,83,360,70,54,269,61,10,69,324,62,467.857,111.714,46678.8,452.571,-3983.88
0,311,600,448,241,248,65,95,523,52,183,361,26,436.125,416.375,52602.4,3636.27,6716.66
0,68,600,53,303,142,26,113,324,21,160,423,22,496.111,84.2222,36646.6,16550.4,-3957.03
0,169,600,196,463,359,50,158,490,58,413,287,11,381.333,195.444,42605.8,1694.03,-1873.04
0,81,600,506,380,568,18,462,553,21,412,219,29,430.308,413.769,39670.1,22081.7,23816.1
0,243,600,238,362,443,16,65,179,60,376,475,44,432.5,275.083,50953.5,22412.3,-8799.5
0,21,600,4,433,235,22,270,124,59,349,293,74,396.8,31.2,59270,464.622,703.822
0,480,600,192,465,228,25,537,66,62,126,348,46,406.111,308.444,54385.4,17146,-27941.2
0,337,600,378,443,154,42,457,521,12,302,250,67,402.875,426.75,53855.6,6294.21,-3919.46
0,172,600,28,90,199,74,214,81,35,212,459,17,397.5,228,55500.5,43554.7,-32009.1
0,349,600,133,186,227,73,130,132,64,89,308,42,371.286,359.714,62222.2,27178.2,-17149.4
0,48,600,2,509,221,74,321,257,74,287,425,17,409.5,55.6,42335.4,3588.93,-3955.22
0,10,600,530,547,230,23,154,453,24,87,361,21,492.538,473.154,30530.3,25860.6,25697
0,481,600,22,256,342,15,361,301,67,329,448,40,401.125,168.375,43761.8,39554,-35527.1
0,74,600,164,461,556,28,179,278,38,377,346,53,461.364,133.455,33408.1,1740.07,1915.42
0,418,600,552,277,378,17,136,229,64,19,322,18,395.429,544.286,66207.6,3469.9,8491.86
0,528,600,330,143,439,31,484,238,12,163,436,39,389.889,293.444,58479.9,13019.5,-8892.7
0,118,600,179,419,455,74,342,164,30,242,348,59,494.091,187.818,29106.9,7333.76,4231.32
0,331,600,231,230,139,51,216,176,31,413,40,13,437.25,257.75,85046.3,2479.58,-14314.6
0,84,600,262,201,485,27,300,246,51,426,91,24,440.091,389.636,37835.3,24502.1,2169.74
0,55,600,285,399,66,20,559,262,11,493,364,38,463.722,232.056,33958.4,6312.64,13409.4
0,181,600,233,501,337,47,559,355,26,379,277,66,404.6,202.1,36640,4931.21,1712.82
0,236,600,256,314,74,65,141,390,66,104,144,24,496.556,319.556,36913,3714.78,3719.78
0,549,600,43,176,95,14,271,137,21,455,531,11,440.3,151.2,44017.1,29076,-31412
0,195,600,294,388,167,61,531,306,51,75,518,70,437.822,280.034,29430.2,3797.37,1988.44
0,446,600,473,153,389,52,340,566,21,270,243,58,482.444,500,35638.3,1278.5,2151.5
0,469,600,430,277,54,23,325,118,35,321,445,72,495.429,424.286,48506,9208.91,-2042.98
0,98,600,291,245,351,71,73,539,14,275,230,45,459.818,289.909,33205.6,17420.5,11823.9
0,332,600,459,201,358,31,303,250,21,110,187,49,412.167,435.667,53415.4,6367.47,7143.67
0,470,600,497,188,268,49,59,251,34,457,557,32,477.75,434,39471.4,4384.86,-2829.86
0,86,600,273,523,246,54,472,256,41,342,239,16,473.399,315.034,40284.3,14135.5,14118
0,339,600,86,74,223,73,357,103,39,455,129,15,464.364,137.636,27297.5,9622.25,-12246.5
0,349,600,402,495,374,35,39,246,17,56,168,24,477.25,467,29336,4818.73,3456.09
0,23,600,420,164,245,16,222,81,65,213,389,34,488.7,342.6,33792,14588.3,21632.2
0,130,600,4,163,550,45,478,361,74,86,377,43,419.429,80.2857,46777.3,8167.91,-12473.1
0,23,600,46,550,383,14,540,147,54,132,540,11,333.75,85.0833,44624.4,10055.5,-11582.5
0,263,600,324,168,62,45,185,270,37,372,56,31,387.25,341.625,49453.6,16670.3,-11104.6
0,573,600,300,285,206,67,381,300,27,417,449,71,412.571,286.571,62184,25442.6,-15221.2
0,25,600,222,437,254,63,539,430,54,85,251,51,374.5,280.833,61241,18105.4,6923.91
0,138,600,249,378,428,32,402,329,23,520,278,42,463.473,298.084,33880.6,5152.38,2887.23
0,400,600,47,68,297,58,406,164,64,325,234,55,451.471,196.324,40955,40600.5,-32543.8
0,580,600,326,297,374,58,156,190,25,77,245,48,412.727,426.273,51418.8,15628.4,-26544.6
0,311,600,519,226,297,16,87,119,57,436,390,74,408.111,470.444,54185.9,13785,20665.4
0,542,600,88,417,184,69,487,499,21,94,120,68,345.817,196.052,44234.3,25632.7,-20337.2
0,122,600,172,531,37,22,237,80,35,167,370,52,385.7,294.6,54936.2,28368,-8063.69
0,56,600,231,31,194,28,213,392,30,297,347,72,485.857,199.429,47630.5,4226.29,13010.6
0,442,600,438,287,523,15,445,428,54,564,514,31,443.727,453.091,36442.8,447.691,671.127
0,473,600,206,524,294,64,231,130,15,196,111,36,392,206.875,43110.3,14555.8,-17257.7
0,527,600,189,496,547,49,574,445,21,78,378,51,451.833,264.833,54034.2,17633.8,-30308.2
0,256,600,555,367,100,42,348,340,15,111,191,33,352.667,451.778,60756.5,11069.7,12091.5
0,214,600,60,257,67,17,367,247,48,315,418,51,408.636,72.8182,32843.1,5331.56,-9467.37
0,538,600,85,170,386,23,185,193,59,338,359,69,457,195.188,42287.1,27042.7,-25039.2
0,420,600,88,152,59,11,84,326,49,251,302,55,411.444,296.444,55800.5,36945.3,-30173.8
0,75,600,363,494,418,44,318,80,72,396,105,64,462,318.429,36343.1,6597.96,11324.7
0,484,600,472,292,152,63,113,459,40,125,351,66,417.429,488.786,53463.6,1100.8,-2682.52
0,253,600,85,306,202,56,500,550,49,419,300,71,394.182,93.6364,58407.8,5191.45,-14075
0,592,600,192,474,295,72,424,500,55,469,176,57,429.125,323.364,35148.6,22588,-18454.6
0,595,600,478,353,467,37,127,288,32,504,400,24,459.417,506.333,32489.9,1644.06,-6569.79
0,413,600,177,357,266,64,213,511,55,407,291,30,355,230.5,67127.3,15065.7,-27413.7
0,171,600,326,526,226,45,78,389,51,370,458,74,423.111,262.778,37019.9,17168.4,14953.8
0,304,600,49,185,184,43,316,418,57,330,322,72,335,130.667,62014.8,7254.25,-14216.2
0,474,600,48,120,80,71,450,363,15,330,442,13,428.875,137.125,51827,26473.3,-35788.3
0,458,600,217,415,165,52,491,236,27,154,518,36,491.167,164.5,32926.2,12101.9,-10745
0,476,600,390,421,261,51,244,327,63,91,351,18,418.5,471.25,47360.3,6787.93,-8565
0,413,600,95,373,261,44,268,502,74,115,82,67,464.167,146.833,44155.8,8243.97,-16716.3
0,174,600,134,503,216,63,235,359,41,79,116,48,450.8,190.733,22940.3,9909.64,-4093.49
0,160,600,388,114,53,37,111,382,39,447,492,52,455.154,295.923,34042.3,14805.9,17242.3
0,548,600,397,338,181,26,117,245,38,357,510,70,416.643,453.857,43085.6,5291.82,-9774.36
0,528,600,569,363,530,20,412,224,52,329,535,48,460.75,511.917,40891.8,5372.63,9169.52
0,265,600,70,406,499,62,203,278,15,306,206,58,284.429,101.857,59084,7211.14,-14881.8
0,517,600,278,189,309,57,352,261,52,268,514,55,493.857,350.714,47699.5,7185.9,-16265.4
0,99,600,204,490,126,74,294,460,12,443,278,61,503.859,253.98,30567,23321.4,-1222.94
0,333,600,64,513,422,60,354,84,64,145,505,28,447.4,146.4,40248.7,10208.1,-15406.4
0,562,600,296,366,551,13,75,365,16,91,418,48,383.727,393,70529,13772.6,-30227.6
0,14,600,276,49,186,41,178,165,35,150,267,58,440,281.2,31457.1,22971.2,10159.6
0,491,600,65,478,187,73,364,469,49,537,404,25,453.963,253.457,23889.3,43434.4,-22779.8
0,207,600,81,24,319,11,473,143,21,532,349,39,419.846,75.4615,34359.6,3776.6,-7832.67
0,271,600,382,347,265,43,42,136,31,233,324,44,382.833,333,79558.6,8520.4,23256
0,376,600,29,310,271,45,160,512,11,252,442,69,437.297,247.903,33756.6,48586.8,-24662.5
0,344,600,302,388,432,40,221,427,32,301,200,13,443.714,289.857,52181.9,8026.48,4703.12
0,459,600,185,219,170,58,565,131,23,490,380,43,434,259.75,84284.7,18251.6,-39021.7
0,308,600,460,363,371,18,38,254,33,554,42,38,413.6,480.9,43142.5,5659.21,3160.96
0,36,600,572,518,318,50,517,289,74,95,278,28,419.692,467.846,42084.7,32366.6,33731.6
0,319,600,494,238,42,34,201,468,72,365,72,40,295.9,302,48887.9,10385.8,17044.7
0,41,600,164,262,79,64,108,443,20,445,159,72,504.041,212.433,27701.7,16016.8,5235.94
0,494,600,390,116,398,38,244,79,63,362,149,11,471,443.143,45387.7,2040.48,-6439.83
0,8,600,569,311,413,12,177,435,40,178,440,45,427.182,471.091,47787.8,38053.3,30806.9
0,183,600,31,449,380,62,295,463,49,307,487,31,357.25,134.25,72152.9,11844.9,-20596.1
0,492,600,338,189,63,63,297,255,58,382,377,63,445.875,432,51356.4,7029.14,-13339.3
0,422,600,266,89,175,66,486,500,10,407,495,69,409.222,275.222,57380.4,6828.19,-4304.18
0,498,600,593,180,73,66,254,131,22,415,408,62,404.364,532.636,44457.9,2838.85,9375.14
0,201,600,440,266,527,16,499,218,68,334,444,37,490.25,394.5,40373.9,6865.71,15572.7
0,422,600,454,40,346,27,233,479,10,219,532,53,432.3,472.9,55792.7,3066.77,6477.48
0,398,600,14,138,175,68,249,577,20,387,543,14,495,129.364,28719.4,29674.7,-17381.3
0,137,600,223,344,192,15,180,113,31,336,205,53,477.5,291.7,32553.2,13764.9,5654.61
0,495,600,0,150,117,57,357,152,24,389,212,48,444,224.167,29683.6,35377.2,-24316.7
0,336,600,43,492,166,68,317,409,48,105,470,18,393.7,121,45207.8,19596.2,-28014
0,315,600,141,518,139,53,170,503,29,125,494,52,437.143,292.286,41446.6,19578.5,-8186.43
0,319,600,349,148,240,24,215,483,21,159,50,25,320.367,371.748,50221.4,5475.81,-10146.3
0,480,600,350,561,322,26,475,479,69,541,215,17,403.851,413.831,33766.9,7707.95,-10928.2
0,339,600,314,61,224,15,467,454,60,192,43,29,450.778,253.222,39708.2,8053.44,-1872.94
0,306,600,403,416,501,16,423,130,70,318,462,39,455.75,308.875,44222.5,43850.5,12410.5
0,270,600,384,512,138,15,479,469,21,442,479,69,453.333,317.083,47085.3,4066.45,7646.42
0,173,600,108,520,298,63,345,155,58,412,53,52,426.228,138.337,36288.7,4039.37,-7480.35
0,395,600,286,554,334,27,407,88,62,500,282,62,477.571,220.714,34834.3,7795.14,-5437.67
0,403,600,325,203,414,16,521,249,64,230,362,19,227,482.2,65123.5,12084.7,-10474
0,552,600,594,256,481,15,417,553,41,113,473,54,335.938,452,64841.3,13409.3,4129.67
0,301,600,588,187,193,27,57,480,51,279,86,22,439.3,428.8,27481.3,16710.6,10244.5
0,95,600,47,219,383,70,559,32,31,355,326,22,443.25,89.625,54893.4,1556.55,-1400.04
0,404,600,160,466,361,30,318,255,17,121,204,27,336.444,182.778,44479.8,18728.9,-20856.4
0,367,600,441,116,177,72,248,465,25,336,95,54,472.875,377.25,38555,6154.79,3527.04
0,283,600,209,52,217,15,546,48,31,409,512,60,439.455,199.364,38205.3,6719.45,-3643.48
0,175,600,544,351,530,57,132,274,35,239,181,67,476.308,365.077,38625.4,38544.7,24311.7
0,522,600,429,483,495,49,183,421,63,234,233,64,335.625,470.125,77293.4,4631.27,-18031.9
0,129,600,172,569,397,21,500,271,58,268,534,25,473.286,147.429,45600.6,4373.95,3839.19
0,504,600,340,139,213,52,458,104,59,183,311,58,449,349.444,38658,4893.28,-10933.6
0,173,600,336,81,77,35,307,247,67,333,476,33,374.857,322.286,51383.8,4903.24,10179
0,473,600,342,578,86,19,239,63,39,336,298,23,436.231,399.077,42656.9,7110.58,-8862.85
0,386,600,9,491,86,26,341,218,47,200,516,44,426.148,203.894,31561.9,34316.8,-23836.7
0,444,600,109,427,95,52,106,383,54,547,394,41,460.308,204.538,37521.6,25045.8,-25566.2
0,372,600,432,344,194,56,266,154,13,469,427,51,361.286,467.857,62817.2,3171.48,3079.88
0,111,600,141,524,451,44,315,108,65,341,116,30,424.909,183.273,49060.5,13993.2,-10742.9
0,331,600,387,238,108,59,360,396,24,145,332,62,399,401.833,35241.8,6050.52,-2321.27
0,406,600,424,220,90,35,134,439,22,529,75,52,486.111,404,41710.6,11734.5,9619.5
0,282,600,334,250,351,67,234,121,14,110,478,52,503.417,365.083,32995.5,5567.9,452.871
0,331,600,166,231,43,16,569,352,15,247,526,25,503.7,183.3,34731.6,3397.34,-8717.23
0,468,600,356,487,21,18,212,398,45,512,239,55,475.545,360.273,32765.1,15313.4,3097.64
0,239,600,109,211,426,70,527,70,68,155,480,19,512.824,227.529,20282,11781.4,-4032.65
0,267,600,251,473,151,19,55,479,34,287,240,15,407.8,327.9,39252.8,11665.4,-10727.1
0,133,600,233,367,410,16,77,535,52,375,437,27,471.75,223.875,39314.2,2364.98,6407.11
0,335,600,450,412,417,31,472,399,28,546,522,48,455.979,333.086,22076.3,14039.5,8720.01
0,182,600,540,468,51,10,311,277,59,493,459,16,458.556,389.889,35515.3,37869.4,19246.6
0,241,600,268,89,362,19,290,303,58,301,311,34,516.8,268.5,33244.8,6574.06,2163.44
0,371,600,70,85,90,19,127,189,59,108,321,12,439.5,179.5,52645.1,22872.9,-32465.6
0,518,600,96,294,266,51,163,74,28,152,103,49,432.714,163,41387.1,15195.8,-22149.1
0,531,600,468,170,201,63,382,83,62,362,474,24,423.058,515.758,32795.1,1449.29,-763.811
0,519,600,176,415,273,34,527,337,26,91,88,47,369,217.375,45208.6,15908.8,-19045.9
0,594,600,43,359,206,68,554,345,27,366,541,48,291.214,170.786,62823.9,29136.6,-28851.6
0,588,600,59,306,396,17,35,386,16,97,200,10,341.889,190.333,57833.4,24275.5,-22195.2
0,199,600,426,304,526,63,261,87,50,230,548,10,482.5,446.5,39862.3,12004,18828.3
0,75,600,586,367,524,10,213,307,68,486,496,28,409.833,373.833,62174.2,66824.1,54643
0,73,600,570,29,126,25,127,86,35,518,576,17,426.863,378.384,46146.5,54738.4,41853.1
0,519,600,284,334,148,53,404,149,10,135,325,68,355.538,295.462,63303.4,17978.8,-15432.5
0,253,600,531,294,223,27,435,170,52,495,541,47,428.75,403.5,38194.5,9106.86,16165.7
0,563,600,116,544,386,15,478,252,14,294,262,37,436.222,191,52321.7,25909,-34147.8
0,397,600,72,183,534,28,61,306,61,542,209,52,390.286,180.357,43227,23442.6,-29427.8
0,10,600,391,429,519,62,348,556,38,203,530,63,432.25,304.5,83508.3,38653.7,56353.5
0,537,600,450,341,516,55,573,515,10,215,97,18,473.857,493.714,46874.5,3381.24,-7024.71
0,400,600,235,413,116,43,292,463,41,549,292,43,405.748,263.356,38473.3,6532.36,-13101.5
0,165,600,338,450,83,42,264,253,71,261,221,59,360,330.333,66208,6403.1,14389.2
0,89,600,76,216,371,36,249,247,41,183,92,28,456.25,74.0833,36661.1,2310.27,-5435.48
0,373,600,598,136,532,14,316,257,38,120,124,61,456.488,519.47,24338.5,11845.3,14326.8
0,352,600,267,423,503,45,295,104,46,71,192,40,458.556,301.667,52707.5,8367.75,-16318.4
0,113,600,571,513,444,71,439,344,69,516,317,44,300.786,460.929,39990,29303.1,23031.8
0,386,600,426,280,520,45,427,474,42,578,126,12,489.5,373.9,32206.1,5165.88,2779.83
0,333,600,575,137,440,72,118,250,70,277,502,17,432.7,548.7,49534.9,5975.79,11365.6
0,410,600,187,131,312,14,122,404,23,407,342,61,424.636,185,49159.5,7985.2,-7574.9
0,229,600,457,355,169,21,258,386,41,104,379,47,486.833,361.167,56935.8,16291,15847.8
0,389,600,230,376,190,15,154,393,59,192,102,26,468.5,304.6,41064.7,14836.5,-5901.44
0,435,600,417,299,290,43,186,197,49,572,210,23,438.167,456.5,53043.8,1767.5,1.4998
0,318,600,471,245,280,59,61,492,51,335,400,30,334.825,440.287,57656.4,3240.39,7889.38
0,505,600,14,444,423,16,215,427,39,31,30,23,376.455,270.229,48676.2,51926.4,-45144.6
0,23,600,487,320,492,65,574,80,24,560,79,12,416.143,327.857,75365.8,36049.5,50985.4
0,277,600,485,148,551,43,383,293,73,269,399,50,412,356.667,55465.3,27398,28199
0,107,600,463,389,255,54,301,306,63,259,207,64,461.231,350,45470.2,49935.3,39824.8
0,192,600,46,473,421,69,201,208,19,141,394,67,372,109.5,46986.2,1785.39,-6669.67
0,574,600,69,461,113,40,438,438,69,286,267,33,456.25,307.5,44335.4,57294.3,-31994.9
0,414,600,154,157,496,19,224,149,44,83,159,45,437.636,217.091,36929.7,12806.9,-18808.8
0,92,600,424,305,486,16,498,336,53,111,388,32,424.701,413.341,28291.2,21718.2,17281.2
0,46,600,230,263,293,56,487,412,15,295,377,70,496.182,227.727,31614,4247.02,8537.65
0,405,600,56,472,69,20,181,268,22,322,128,51,447.091,160.818,44959.5,20346.8,-22086.6
0,213,600,508,447,318,54,252,25,17,533,261,10,452.536,389.642,33229.6,18646.8,14800.8
0,260,600,138,314,84,43,147,468,47,458,103,74,483,109.526,27740.2,4753.04,-2360.67
0,479,600,424,346,419,30,428,165,65,81,208,15,432.633,316.587,32841.3,15233.7,-2967.66
0,400,600,15,220,412,15,377,81,10,445,267,19,435.875,108.375,41678.1,19858.8,-28003.8
0,340,600,451,425,354,27,470,127,62,181,406,52,436.125,376.15,40229.3,12041.8,9037.76
0,141,600,236,398,103,55,327,384,41,252,167,50,463.9,277,40410.3,4921.56,8836.44
0,14,600,456,196,65,37,519,367,53,293,272,37,329.33,442.178,52196.7,27258.2,16903.4
0,506,600,85,301,564,10,363,370,37,234,214,20,444.353,149.235,46481.1,13775.2,-19366.8
0,381,600,312,217,432,58,424,502,63,73,117,56,407.071,253.571,51493.5,10562.7,-9812.12
0,425,600,425,191,73,51,372,56,24,86,244,55,439,449.444,44873.3,4862.53,-7466.75
0,525,600,101,404,387,57,140,351,45,126,327,74,420.308,115.462,51298.9,15588.1,-13949.8
0,195,600,251,404,326,50,494,318,72,437,555,30,465.5,230,54582.3,2138.8,6008.6
0,407,600,87,174,242,56,392,494,14,260,61,55,477.9,123,30873.7,12968.4,-15116.8
0,365,600,58,455,304,32,244,105,15,147,446,33,499.083,85.9167,28411.9,8510.81,-15087.6
0,590,600,405,248,414,41,443,342,62,303,389,49,504.125,483.25,42384.7,6953.07,-9900.18
0,204,600,360,241,260,59,417,110,43,467,540,18,425.429,199.857,43180.3,18057.1,10166.1
0,1,600,597,405,82,15,140,95,57,107,504,36,479.6,490.7,46100.5,33637.6,36601.1
0,284,600,199,400,119,20,489,430,58,48,244,31,485.875,271,23909.6,11924.3,-8509.87
0,599,600,365,527,88,20,345,261,47,441,173,52,493,341.714,47966,15538.6,-23748.5
0,389,600,227,87,52,52,213,234,16,142,401,14,463.077,309.385,36152.4,15999.6,-13848.1
0,239,600,322,398,92,52,114,446,71,67,461,14,357.508,230.292,50386.1,8112.72,11658.5
0,421,600,461,155,203,10,257,69,60,294,277,66,429,473.857,47307.7,1295.14,5010.67
0,333,600,9,302,431,16,410,276,57,449,277,33,333.917,179.917,51095.9,28291.5,-36139.6
0,123,600,163,410,408,72,462,465,11,436,231,44,494.545,182.091,28421.5,5435.69,4012.55
0,304,600,122,56,520,24,158,110,31,109,403,51,464.2,153.8,67614.7,7075.7,-21844.5
0,245,600,21,218,419,74,209,518,12,108,256,30,403,99.625,52245.1,9841.13,-10762.4
0,526,600,87,483,315,52,465,448,52,147,281,65,365.909,284.273,47494.7,43934,-44308.9
0,173,600,92,404,355,26,140,172,64,468,268,60,304.5,212.6,47684.5,26609.2,-25693.2
0,338,600,589,411,475,50,139,258,44,80,380,14,450.846,450.077,39824.1,34265.9,23467.4
0,591,600,160,148,135,27,525,345,58,387,404,41,422.909,247.091,39849.7,24944.1,-29221.8
0,298,600,39,552,354,43,132,309,49,332,358,69,448.167,135.167,36524.5,10102.9,-13387.8
0,256,600,390,206,317,59,81,73,27,493,471,52,374.676,414.528,41239.8,10235.5,-816.487
0,252,600,229,436,299,61,173,362,53,300,94,57,363.857,217,74542.5,2488.33,7847.67
0,255,600,427,261,123,40,531,515,13,87,223,61,446.5,404.5,39618,10662.9,5534
0,565,600,62,184,79,16,207,106,52,473,279,63,502.75,148.375,41563.9,28709.1,-34409.2
0,243,600,317,374,323,33,108,112,17,311,429,51,484.357,396.214,33115,8444.8,3226.23
0,37,600,366,383,169,24,72,498,11,386,221,66,457.786,356.857,39759.1,9778.44,8856.04
0,86,600,1,84,137,21,224,164,41,542,139,32,463.306,167.418,34750.5,24793.2,-3716.15
0,289,600,106,73,169,52,326,447,65,504,119,70,444.706,66.8235,29557.2,4731.9,-6273.12
0,405,600,128,164,254,47,89,130,72,416,493,69,401,266.143,36065.8,15354.6,-21779.1
0,351,600,366,451,332,65,298,147,55,123,451,18,454.357,269.571,37092.1,14847.3,3125.78
0,132,600,493,175,192,13,155,247,73,250,162,25,463.895,382.789,29252.4,29907,23287.6
0,282,600,150,505,212,46,351,434,74,240,310,56,396.274,227.06,37741,11097.4,-14691.6
0,346,600,373,360,157,71,201,220,57,137,452,57,442.455,387.182,53178.5,1630.36,6087.11
0,484,600,179,281,392,57,528,201,67,506,282,31,492.583,157.25,37352.8,12164,-17666.5
