"Start Loc X","Start Loc Y","Goal Loc X","Goal Loc Y","Obstacle 1 Loc X","Obstacle 1 Loc Y","Obstacle 1 Radius","Obstacle 2 Loc X","Obstacle 2 Loc Y","Obstacle 2 Radius","Obstacle 3 Loc X","Obstacle 3 Loc Y","Obstacle 3 Radius","Obstacle 4 Loc X","Obstacle 4 Loc Y","Obstacle 4 Radius","Prev Sample 1 X","Prev Sample 1 Y","Prev Sample 2 X","Prev Sample 2 Y","Prev Sample 3 X","Prev Sample 3 Y","Prev Sample 4 X","Prev Sample 4 Y","Prev Sample 5 X","Prev Sample 5 Y","Next Sample 1 X","Next Sample 1 Y","Next Sample 2 X","Next Sample 2 Y","Next Sample 3 X","Next Sample 3 Y","Next Sample 4 X","Next Sample 4 Y","Next Sample 5 X","Next Sample 5 Y"
0,559,600,16,216,76,58,297,299,48,551,24,0,452,272,0,0,559,49,507,100,451,146,374,217,335,313,352,370,339,368,242,460,210,483,117
0,559,600,16,216,76,58,297,299,48,551,24,0,452,272,0,49,507,100,451,146,374,217,335,313,352,370,339,368,242,460,210,483,117,506,47
0,559,600,16,216,76,58,297,299,48,551,24,0,452,272,0,100,451,146,374,217,335,313,352,370,339,368,242,460,210,483,117,506,47,600,16
0,499,600,585,19,34,12,135,206,36,114,67,57,513,105,68,0,499,56,509,151,524,247,535,308,586,371,523,419,467,469,483,552,504,600,585
0,382,600,556,150,122,66,59,324,18,176,205,0,81,581,0,26,377,93,448,93,448,172,504,258,516,258,516,258,516,344,536,436,503,503,552
0,455,600,228,53,305,36,441,105,71,441,160,0,148,370,0,0,455,64,469,153,453,215,398,298,370,389,409,481,378,563,355,521,281,600,228
0,422,600,2,254,412,15,303,300,0,301,148,0,126,138,0,0,422,58,371,123,320,191,258,261,196,346,185,392,120,466,108,508,44,578,56
0,422,600,2,254,412,15,303,300,0,301,148,0,126,138,0,58,371,123,320,191,258,261,196,346,185,392,120,466,108,508,44,578,56,600,2
0,385,600,75,229,204,33,268,445,0,518,26,0,476,482,0,0,385,74,397,147,346,186,280,270,270,350,222,445,213,529,182,547,105,600,75
0,232,600,429,213,189,69,181,241,28,457,431,70,410,522,61,0,232,0,232,253,316,253,316,253,316,350,337,350,337,350,337,527,315,600,429
0,135,600,460,122,513,51,60,46,33,412,478,41,445,292,72,0,135,30,153,101,215,138,283,220,333,296,395,381,420,451,395,511,425,600,460
0,576,600,12,565,472,19,139,14,12,494,33,0,142,519,0,0,576,29,518,46,439,116,368,160,294,243,243,336,214,424,231,462,169,452,76
0,576,600,12,565,472,19,139,14,12,494,33,0,142,519,0,29,518,46,439,116,368,160,294,243,243,336,214,424,231,462,169,452,76,545,76
0,576,600,12,565,472,19,139,14,12,494,33,0,142,519,0,46,439,116,368,160,294,243,243,336,214,424,231,462,169,452,76,545,76,600,12
0,248,600,98,326,533,30,446,488,32,321,512,0,417,401,0,0,248,22,255,107,213,243,212,243,212,336,205,336,205,428,189,512,141,600,98
0,434,600,462,528,254,58,197,439,0,389,357,0,121,349,0,0,434,28,418,106,442,186,500,278,527,371,524,459,486,502,573,567,521,600,462
0,106,600,61,354,184,18,40,151,0,460,331,0,594,528,0,0,106,125,31,125,31,125,31,125,31,219,9,377,104,552,135,552,135,600,61
0,55,600,316,323,172,22,164,475,0,436,556,0,165,520,0,0,55,85,84,165,109,251,119,321.699,150.038,404,121,495,152,562,199,581,226,600,316
0,369,600,104,181,282,45,253,264,55,587,101,0,333,362,0,0,369,32,345,131,341,220,336,295,312,341,233,395,162,492,182,519,89,600,104
0,429,600,160,226,446,0,52,34,0,463,89,0,371,165,0,0,429,37,366,102,299,157,248,238,205,306,139,395,127,439,127,498,74,539,109
0,429,600,160,226,446,0,52,34,0,463,89,0,371,165,0,37,366,102,299,157,248,238,205,306,139,395,127,439,127,498,74,539,109,600,160
0,139,600,163,238,538,57,100,87,48,77,64,28,451,528,33,0,139,0,139,0,139,95,155,178,125,190,76,264,45,349,86,440,80,525,108
0,511,600,496,275,441,60,453,515,53,597,235,0,337,171,0,0,511,11,425,81,391,158,334,250,320,329,347,412,356,509,345,581,379,586,445
0,511,600,496,275,441,60,453,515,53,597,235,0,337,171,0,11,425,81,391,158,334,250,320,329,347,412,356,509,345,581,379,586,445,600,496
0,46,600,99,323,364,38,79,246,67,564,510,0,565,158,0,0,46,86,28,174,57,174,57,174,57,174,57,317,74,403,43,470,96,600,99
0,379,600,189,270,220,35,42,328,18,131,516,69,535,133,0,0,379,17,385,107,361,130,287,227,301,322,306,417,324,486,325,540,323,566,260
0,379,600,189,270,220,35,42,328,18,131,516,69,535,133,0,17,385,107,361,130,287,227,301,322,306,417,324,486,325,540,323,566,260,600,189
0,192,600,297,225,87,0,529,262,0,17,293,0,577,211,0,0,192,14,194,58,281,130,346,221,382,305,403,388,381,467,385,543,369,600,297
0,318,600,274,170,86,29,113,84,37,368,143,0,201,344,0,109,311,197,342,291,326,367,302,367,302,367,302,453,277,453,277,600,274,600,274
0,571,600,490,280,69,0,198,348,0,541,328,0,358,251,0,0,571,92,538,92,538,92,538,278,491,376,473,553,409,553,409,600,490,600,490
0,0,600,287,359,32,19,57,206,31,357,591,0,585,170,0,0,0,55,11,145,54,231,7,282,55,343,125,440,140,492,163,555,203,600,287
0,527,600,550,476,195,25,105,191,73,249,530,64,149,380,20,0,527,324,461,414,462,414,462,414,462,414,462,589,497,600,550,600,550,600,550
0,230,600,120,119,413,65,367,144,71,91,598,0,198,127,0,0,230,39,260,123,259,188,225,263,159,304,103,337,40,399,39,452,39,546,46
0,230,600,120,119,413,65,367,144,71,91,598,0,198,127,0,39,260,123,259,188,225,263,159,304,103,337,40,399,39,452,39,546,46,600,120
0,209,600,84,273,532,12,176,504,0,325,26,0,491,366,0,0,209,60,219,143,226,143,226,388,150,466,133,466,133,466,133,600,84,600,84
0,39,600,157,321,396,55,547,257,27,394,103,43,17,178,13,0,39,57,29,138,67,208,138,247,209,316,219,383,215,431,234,485,258,536,184
0,39,600,157,321,396,55,547,257,27,394,103,43,17,178,13,57,29,138,67,208,138,247,209,316,219,383,215,431,234,485,258,536,184,600,157
0,407,600,14,483,309,55,577,338,0,332,512,0,248,434,0,0,407,85,367,175,340,238,311,321,276,348,185,421,137,498,92,541,5,600,14
0,329,600,532,142,115,59,216,375,72,389,372,70,489,61,0,0,329,61,352,91,430,172,478,227,545,311,521,364,524,419,581,505,554,600,532
0,463,600,479,508,375,40,42,124,21,501,97,0,331,127,0,0,463,25,463,25,463,25,463,120,485,282,436,541,431,541,431,541,431,600,479
0,411,600,47,548,98,0,278,292,0,168,80,0,509,133,0,0,411,32,375,74,313,160,277,206,221,285,216,345,159,425,133,486,138,549,71
0,411,600,47,548,98,0,278,292,0,168,80,0,509,133,0,32,375,74,313,160,277,206,221,285,216,345,159,425,133,486,138,549,71,600,47
0,312,600,580,436,495,0,256,457,0,202,91,0,12,426,0,0,312,42,352,116,364,207,363,239,453,312,490,383,491,472,468,519,536,600,580
0,532,600,213,191,80,58,22,382,0,131,97,0,95,298,0,0,532,71,495,145,446,243,455,329,487,360,399,423,325,472,255,512,179,600,213
0,579,600,395,179,236,35,471,441,61,286,141,66,214,85,42,0,579,70,559,135,525,189,473,263,419,308,351,380,333,470,362,554,364,600,395
0,217,600,101,114,543,0,37,569,0,240,597,0,275,568,0,0,217,45,222,115,174,173,142,266,153,341,197,419,174,493,174,592,170,600,101
0,429,600,147,272,423,42,277,324,0,421,46,0,406,497,0,0,429,43,428,130,395,185,385,203,294,261,231,352,201,426,206,514,162,600,147
0,313,600,259,66,434,65,81,495,0,278,183,0,383,518,0,0,313,19,302,103,259,193,243,281,273,366,225,422,232,492,195,522,233,600,259
0,316,600,139,579,316,0,13,122,0,480,131,0,352,183,0,0,316,22,349,112,374,186,403,233,316,297,381,368,334,433,277,453,254,529,194
0,316,600,139,579,316,0,13,122,0,480,131,0,352,183,0,22,349,112,374,186,403,233,316,297,381,368,334,433,277,453,254,529,194,600,139
0,365,600,542,131,75,60,505,421,41,163,547,42,389,375,0,80,409,246,440,246,440,311,483,311,483,352,531,435,536,435,536,435,536,600,542
0,217,600,40,24,552,0,582,193,0,513,251,0,254,465,0,0,217,60,247,140,229,216,217,293,215,358,256,444,258,497,190,542,135,549,54
0,217,600,40,24,552,0,582,193,0,513,251,0,254,465,0,60,247,140,229,216,217,293,215,358,256,444,258,497,190,542,135,549,54,600,40
0,371,600,339,465,458,70,242,373,0,154,356,0,484,466,0,37,373,268,355,351,312,351,312,531,295,531,295,531,295,531,295,600,339,600,339
0,61,600,371,530,383,0,305,591,0,185,308,0,151,131,0,0,61,47,102,123,166,194,165,261,229,346,254,419,322,484,386,526,424,600,371
0,350,600,81,134,396,66,291,545,44,107,96,0,51,446,0,0,350,25,317,112,268,173,223,257,222,346,206,424,154,478,98,530,64,600,81
0,273,600,348,582,499,10,287,191,36,68,305,0,473,566,0,0,273,31,274,106,264,192,259,271,239,325,237,381,216,469,209,531,278,600,348
0,78,600,348,106,116,0,287,159,0,492,428,0,401,321,0,0,78,25,85,106,119,188,158,275,135,354,135,381,193,449,262,526,325,600,348
0,246,600,489,203,257,67,395,410,0,315,494,0,524,309,0,0,246,0,246,77,269,77,269,77,269,367,396,367,396,367,396,436,467,600,489
0,548,600,222,323,346,40,180,152,50,215,75,28,190,268,0,0,548,74,508,91,423,167,396,200,308,281,280,372,273,439,237,517,230,600,222
0,538,600,201,89,552,29,29,225,27,86,323,0,338,165,0,0,538,19,506,90,464,162,402,234,367,265,305,345,362,368,287,427,258,470,200
0,538,600,201,89,552,29,29,225,27,86,323,0,338,165,0,19,506,90,464,162,402,234,367,265,305,345,362,368,287,427,258,470,200,546,137
0,538,600,201,89,552,29,29,225,27,86,323,0,338,165,0,90,464,162,402,234,367,265,305,345,362,368,287,427,258,470,200,546,137,600,201
0,497,600,91,356,103,53,124,467,52,78,522,0,116,156,0,0,497,47,429,85,353,168,306,265,297,349,328,402,250,472,195,557,159,600,91
0,362,600,26,550,206,37,364,304,21,43,299,0,127,495,0,0,362,27,346,59,265,119,203,210,164,296,142,349,91,446,92,522,51,600,26
0,201,600,122,210,517,0,36,586,0,352,170,0,37,255,0,77,194,160,148,160,148,256,123,256,123,490,15,490,15,490,15,490,15,600,122
0,64,600,541,367,458,11,390,177,22,303,387,57,169,205,58,0,64,26,147,77,226,138,299,208,344,246.036,384.962,235,468,310,520,370,569,452,586
0,64,600,541,367,458,11,390,177,22,303,387,57,169,205,58,26,147,77,226,138,299,208,344,246.036,384.962,235,468,310,520,370,569,452,586,513,546
0,64,600,541,367,458,11,390,177,22,303,387,57,169,205,58,77,226,138,299,208,344,246.036,384.962,235,468,310,520,370,569,452,586,513,546,600,541
0,384,600,543,20,287,0,189,384,0,252,597,0,183,83,0,0,384,0,384,53,446,53,446,242,469,370,554,460,535,460,535,600,543,600,543
0,542,600,299,461,350,35,185,473,17,216,244,23,242,473,74,66,492,193,347,193,347,193,347,193,347,355,290,518,291,518,291,518,291,600,299
0,73,600,276,28,123,0,376,248,0,63,240,0,490,158,0,0,73,0,73,0,73,167,165,337,202,337,202,428,229,525,226,600,276,600,276
0,247,600,16,346,334,57,276,562,22,85,356,45,183,343,0,0,247,63,217,143,210,212,216,272,203,369,179,446,140,542,116,593,70,600,16
0,329,600,590,250,76,0,60,442,0,94,132,0,312,522,0,0,329,22,371,116,370,194,425,285,390,376,412,469,438,495,529,587,563,600,590
0,288,600,588,472,184,72,409,81,57,407,14,0,76,350,0,0,288,66,363,83,426,175,442,264,468,311,553,389,596,473,567,550,571,600,588
0,12,600,179,75,69,20,336,449,64,243,290,22,478,205,0,0,12,0,12,60,26,251,150,251,150,251,150,337,155,413,144,510,162,600,179
0,12,600,466,245,505,0,27,306,0,251,13,0,110,523,0,0,12,40,45,108,101,144,168,218,190,291,258,332,319,364,367,383,435,452,489
0,12,600,466,245,505,0,27,306,0,251,13,0,110,523,0,40,45,108,101,144,168,218,190,291,258,332,319,364,367,383,435,452,489,523,446
0,12,600,466,245,505,0,27,306,0,251,13,0,110,523,0,108,101,144,168,218,190,291,258,332,319,364,367,383,435,452,489,523,446,600,466
0,71,600,228,243,23,0,127,116,0,28,130,0,569,533,0,0,71,30,75,126,53,214,58,258,110,339,153,388,236,482,238,523,188,600,228
0,450,600,42,249,544,19,159,78,25,549,199,40,489,115,38,0,450,34,395,107,335,189,347,203,296,282,235,372,213,421,149,433,83,500,23
0,450,600,42,249,544,19,159,78,25,549,199,40,489,115,38,34,395,107,335,189,347,203,296,282,235,372,213,421,149,433,83,500,23,576,31
0,450,600,42,249,544,19,159,78,25,549,199,40,489,115,38,107,335,189,347,203,296,282,235,372,213,421,149,433,83,500,23,576,31,600,42
0,144,600,75,472,547,11,55,307,45,242,530,0,51,50,0,0,144,64,136,154,114,218,76,302,42,369,106,401,191,452,253,531,212,539,126
0,144,600,75,472,547,11,55,307,45,242,530,0,51,50,0,64,136,154,114,218,76,302,42,369,106,401,191,452,253,531,212,539,126,600,75
0,145,600,476,402,435,43,238,262,40,215,414,46,190,116,12,0,145,48,156,123,222,190,294,257,366,341,364,434,385,489,430,564,424,600,476
0,45,600,145,375,134,0,81,260,0,140,165,0,354,437,0,0,45,48,19,125,20,194,40,267,65,347,106,417,72,437,165,521,190,600,145
0,111,600,270,186,78,10,339,206,50,8,233,0,127,355,0,0,111,38,128,101,149,172,122,265,91,347,107,410,157,481,186,518,262,600,270
0,90,600,130,156,302,22,456,269,34,411,457,62,505,60,38,0,90,51,87,51,87,148,111,148,111,230,137,230,137,325,139,325,139,600,130
0,467,600,388,39,53,0,592,541,0,202,399,0,587,575,0,214,392,214,392,214,392,214,392,293,422,293,422,293,422,293,422,293,422,600,388
0,17,600,145,505,91,60,239,141,0,412,232,0,187,587,0,0,17,11,82,90,111,183,141,281,147,326,170,417,210,492,260,588,234,600,145
0,448,600,551,273,311,44,61,161,0,61,141,0,386,441,0,0,448,83,419,170,433,250,419,342,445,367,535,465,524,490,481,566,458,600,551
0,585,600,406,539,423,0,421,366,0,463,463,0,418,375,0,0,585,31,536,94,505,187,499,262,444,348,430,382,375,476,379,561,394,600,406
0,84,600,481,475,224,0,202,167,0,104,418,0,234,121,0,0,84,17,102,86,148,171,190,239,237,326,235,386,276,463,331,523,362,560,424
0,84,600,481,475,224,0,202,167,0,104,418,0,234,121,0,17,102,86,148,171,190,239,237,326,235,386,276,463,331,523,362,560,424,600,481
0,593,600,69,420,524,30,154,73,26,552,207,0,248,275,0,0,593,49,570,110,513,166,459,196,391,229,317,306,268,379,292,475,277,518,224
0,593,600,69,420,524,30,154,73,26,552,207,0,248,275,0,49,570,110,513,166,459,196,391,229,317,306,268,379,292,475,277,518,224,563,145
0,593,600,69,420,524,30,154,73,26,552,207,0,248,275,0,110,513,166,459,196,391,229,317,306,268,379,292,475,277,518,224,563,145,600,69
0,285,600,540,189,535,40,25,378,0,468,162,0,219,370,0,0,285,42,304,123,303,206,292,283,296,332,315,394,333,490,338,506,428,551,483
0,285,600,540,189,535,40,25,378,0,468,162,0,219,370,0,42,304,123,303,206,292,283,296,332,315,394,333,490,338,506,428,551,483,600,540
0,407,600,210,141,486,20,451,365,73,551,253,45,130,179,0,0,407,33,383,57,289,142,241,197,166,271,162,355,145,446,120,499,164,561,136
0,407,600,210,141,486,20,451,365,73,551,253,45,130,179,0,33,383,57,289,142,241,197,166,271,162,355,145,446,120,499,164,561,136,600,210
0,56,600,153,219,275,0,73,196,0,470,421,0,371,542,0,0,56,61,48,154,69,226,100,312,108,405,108,405,108,491,148,491,148,600,153
0,418,600,552,409,198,70,214,303,26,210,562,22,290,177,21,0,418,89,444,141,481,215,423,296,414,353,405,420,474,470,515,569,503,600,552
0,481,600,428,227,536,22,231,310,74,508,339,36,310,454,20,0,481,82,515,149,484,221,477,263,419,345,418,442,442,504,488,542,479,600,428
0,422,600,98,194,52,13,177,402,0,215,338,0,232,255,0,0,422,75,405,151,377,224,430,264,428,342,443,419,407,491,357,510,260,584,196
0,422,600,98,194,52,13,177,402,0,215,338,0,232,255,0,75,405,151,377,224,430,264,428,342,443,419,407,491,357,510,260,584,196,600,98
0,485,600,595,226,198,58,355,332,67,90,582,0,395,3,0,0,485,0,485,103,486,265,524,352,569,445,581,445,581,445,581,518,556,518,556
0,442,600,68,153,209,12,420,446,67,158,120,42,385,218,0,0,442,24,398,108,351,170,278,211,189,237,142,288,68,309,12,401,37,465,39
0,442,600,68,153,209,12,420,446,67,158,120,42,385,218,0,24,398,108,351,170,278,211,189,237,142,288,68,309,12,401,37,465,39,531,60
0,442,600,68,153,209,12,420,446,67,158,120,42,385,218,0,108,351,170,278,211,189,237,142,288,68,309,12,401,37,465,39,531,60,600,68
0,188,600,9,201,429,22,242,333,65,258,21,21,144,272,56,0,188,31,124,112,87,191,59,287,83,363,44,423,10,492,72,580,99,600,9
0,405,600,291,475,388,0,152,288,0,354,284,0,39,108,0,62,391,136,325,221,301,221,301,221,301,317,324,402,289,402,289,526,345,526,345
0,583,600,521,399,9,0,427,44,0,231,585,0,178,175,0,0,583,30,496,124,482,188,462,283,459,360,420,444,378,538,362,578,435,600,521
0,316,600,155,328,539,0,32,155,0,439,217,0,309,363,0,0,316,84,318,146,265,230,247,241,182,322,136,383,64,469,79,508,148,600,155
0,281,600,273,248,538,32,202,491,63,46,443,40,219,353,69,80,255,80,255,80,255,179,249,228,198,314,226,369,242,369,242,458,241,458,241
0,105,600,212,455,164,39,210,153,22,266,59,15,506,262,0,0,105,19,168,98,229,185,272,275,271,353,294,418,328,507,349,554,297,600,212
0,442,600,47,89,170,71,419,516,0,27,28,0,5,234,0,0,442,14,377,51,298,131,288,226,257,287,233,323,160,339,95,423,95,503,60
0,442,600,47,89,170,71,419,516,0,27,28,0,5,234,0,14,377,51,298,131,288,226,257,287,233,323,160,339,95,423,95,503,60,600,47
0,501,600,54,98,330,69,251,428,28,484,367,40,374,370,41,0,501,27,483,26,398,19,329,9,261,21,190,50,161,121,126,179,58,235,21
0,501,600,54,98,330,69,251,428,28,484,367,40,374,370,41,27,483,26,398,19,329,9,261,21,190,50,161,121,126,179,58,235,21,322,21
0,501,600,54,98,330,69,251,428,28,484,367,40,374,370,41,26,398,19,329,9,261,21,190,50,161,121,126,179,58,235,21,322,21,417,25
0,501,600,54,98,330,69,251,428,28,484,367,40,374,370,41,19,329,9,261,21,190,50,161,121,126,179,58,235,21,322,21,417,25,459,3
0,501,600,54,98,330,69,251,428,28,484,367,40,374,370,41,9,261,21,190,50,161,121,126,179,58,235,21,322,21,417,25,459,3,528,11
0,501,600,54,98,330,69,251,428,28,484,367,40,374,370,41,21,190,50,161,121,126,179,58,235,21,322,21,417,25,459,3,528,11,600,54
0,539,600,69,128,80,0,40,583,0,74,61,0,121,106,0,0,539,31,535,119,501,196,457,282,413,334,400,368,342,400,255,399,197,479,144
0,539,600,69,128,80,0,40,583,0,74,61,0,121,106,0,31,535,119,501,196,457,282,413,334,400,368,342,400,255,399,197,479,144,506,72
0,539,600,69,128,80,0,40,583,0,74,61,0,121,106,0,119,501,196,457,282,413,334,400,368,342,400,255,399,197,479,144,506,72,600,69
0,309,600,267,313,163,22,105,312,57,542,43,38,157,208,0,0,309,28,298,86,226,135,206,195,220,252,191,307,238,391,226,445,270,514,241
0,309,600,267,313,163,22,105,312,57,542,43,38,157,208,0,28,298,86,226,135,206,195,220,252,191,307,238,391,226,445,270,514,241,600,267
0,377,600,32,180,99,42,550,114,0,555,29,0,155,259,0,0,377,95,390,171,385,262,392,349,382,388,301,434,258,492,209,559,138,508,57
0,377,600,32,180,99,42,550,114,0,555,29,0,155,259,0,95,390,171,385,262,392,349,382,388,301,434,258,492,209,559,138,508,57,600,32
0,467,600,544,274,387,62,444,510,24,453,510,43,493,316,41,50,508,95,535,95,535,274,532,361,549,361,549,438,581,438,581,528,589,600,544
0,378,600,59,554,87,34,460,162,0,207,198,0,15,209,0,0,378,48,368,41,282,128,257,196,213,278,185,358,142,398,111,434,27,519,11
0,378,600,59,554,87,34,460,162,0,207,198,0,15,209,0,48,368,41,282,128,257,196,213,278,185,358,142,398,111,434,27,519,11,600,59
0,451,600,336,536,110,55,122,147,60,453,537,14,277,503,0,0,451,95,454,184,414,184,414,255,413,330,363,385,287,566,284,566,284,600,336
0,489,600,153,149,334,69,365,450,13,377,493,61,304,324,45,0,489,10,484,103,490,196,484,287,495,331,406,412,363,476,376,517,377,535,288
0,489,600,153,149,334,69,365,450,13,377,493,61,304,324,45,10,484,103,490,196,484,287,495,331,406,412,363,476,376,517,377,535,288,577,276
0,489,600,153,149,334,69,365,450,13,377,493,61,304,324,45,103,490,196,484,287,495,331,406,412,363,476,376,517,377,535,288,577,276,548,181
0,489,600,153,149,334,69,365,450,13,377,493,61,304,324,45,196,484,287,495,331,406,412,363,476,376,517,377,535,288,577,276,548,181,600,153
0,149,600,266,279,271,0,124,9,0,140,372,0,139,568,0,0,149,0,149,0,149,285,198,362,239,362,239,362,239,362,239,431,268,600,266
0,403,600,415,315,370,28,516,305,18,99,185,40,265,240,35,0,403,57,337,130,379,184,311,282,320,364,296,401,349,385,411,459,445,553,442
0,403,600,415,315,370,28,516,305,18,99,185,40,265,240,35,57,337,130,379,184,311,282,320,364,296,401,349,385,411,459,445,553,442,600,415
0,137,600,55,64,65,16,460,538,59,469,233,0,475,78,0,0,137,0,137,21,137,190,85,366,10,366,10,366,10,456,44,456,44,600,55
0,388,600,177,501,146,25,119,482,64,101,500,70,363,295,70,0,388,28,377,121,342,193,363,273,410,366,417,451,375,489,287,532,212,600,177
0,90,600,53,363,541,57,158,413,26,47,242,16,421,146,54,0,90,180,48,356,53,452,51,452,51,452,51,503,22,565,8,565,8,600,53
0,437,600,356,333,255,47,122,267,69,236,470,39,263,312,0,0,437,44,409,122,388,193,401,219,343,308,306,378,359,473,375,569,369,600,356
0,578,600,319,305,281,44,501,474,0,300,506,0,282,45,0,0,578,72,558,113,545,204,510,289,481,363,485,440,425,468,350,531,320,600,319
0,220,600,73,106,274,42,431,502,0,560,568,0,423,517,0,0,220,68,207,151,223,151,223,151,223,249,230,348,232,485,181,485,181,600,73
0,119,600,516,148,94,48,455,369,16,90,109,27,289,520,43,0,119,23,173,44,223,56,319,112,387,203,392,282,438,354,480,356,547,452,547
0,119,600,516,148,94,48,455,369,16,90,109,27,289,520,43,23,173,44,223,56,319,112,387,203,392,282,438,354,480,356,547,452,547,551,541
0,119,600,516,148,94,48,455,369,16,90,109,27,289,520,43,44,223,56,319,112,387,203,392,282,438,354,480,356,547,452,547,551,541,600,516
0,466,600,290,405,217,53,514,471,59,377,377,12,121,17,0,0,466,63,463,130,392,196,335,287,324,352,342,438,328,499,284,577,335,600,290
0,407,600,3,25,274,0,184,301,0,249,18,0,374,211,0,0,407,87,399,150,393,227,332,285,268,327,183,394,142,462,90,528,39,600,3
0,356,600,538,265,178,57,214,462,44,92,320,0,424,232,0,0,356,0,356,0,356,181,397,261,404,445,445,445,445,527,458,527,458,600,538
0,74,600,113,77,135,0,427,226,0,372,114,0,578,179,0,154,22,154,22,154,22,154,22,328,60,328,60,411,106,411,106,438,153,529,183
0,581,600,33,371,274,25,179,199,73,225,241,0,586,28,0,0,581,43,543,76,451,141,376,227,334,295,264,305,175,372,116,465,113,545,60
0,581,600,33,371,274,25,179,199,73,225,241,0,586,28,0,43,543,76,451,141,376,227,334,295,264,305,175,372,116,465,113,545,60,600,33
0,65,600,537,243,231,17,240,406,32,284,450,0,297,447,0,0,65,32,114,38,191,64,284,99,375,188,419,236,439,325,453,373,442,464,405
0,65,600,537,243,231,17,240,406,32,284,450,0,297,447,0,32,114,38,191,64,284,99,375,188,419,236,439,325,453,373,442,464,405,524,424
0,65,600,537,243,231,17,240,406,32,284,450,0,297,447,0,38,191,64,284,99,375,188,419,236,439,325,453,373,442,464,405,524,424,568,493
0,65,600,537,243,231,17,240,406,32,284,450,0,297,447,0,64,284,99,375,188,419,236,439,325,453,373,442,464,405,524,424,568,493,600,537
0,386,600,497,101,540,42,539,492,30,485,420,47,342,506,0,0,386,6,374,85,313,149,275,244,248,337,262,423,307,497,373,549,401,575,461
