Start Loc X,Start Loc Y,Goal Loc X,Goal Loc Y,Obstacle 1 Loc X,Obstacle 1 Loc Y,Obstacle 1 Radius,Obstacle 2 Loc X,Obstacle 2 Loc Y,Obstacle 2 Radius,Obstacle 3 Loc X,Obstacle 3 Loc Y,Obstacle 3 Radius,Obstacle 4 Loc X,Obstacle 4 Loc Y,Obstacle 4 Radius,Predicted Mean X,Predicted Mean Y,Predicted SXX,Predicted SYY,Predicted SXY
0,329,600,91,371,102,54,330,87,0,458,276,0,529,34,0,315.167,331.25,43846.3,20306.8,-21824.3
0,50,600,287,224,107,0,576,369,0,511,501,0,31,483,0,288,128.7,39496,7790.68,16543.4
0,323,600,470,469,474,54,72,298,51,562,359,0,291,270,0,317.273,349,40587.8,6255.6,9699.8
0,463,600,346,502,97,42,246,100,66,493,282,57,421,190,0,297.25,437.083,40842,4137.36,-6418.11
0,313,600,259,66,434,65,81,495,0,278,183,0,383,518,0,316.909,191.818,35694.1,7652.96,-5385.32
0,316,600,139,579,316,0,13,122,0,480,131,0,352,183,0,291.455,310.545,42504.5,7994.67,-15051.7
0,365,600,542,131,75,60,505,421,41,163,547,42,389,375,0,300.667,475.111,38994,4831.61,13046.3
0,113,600,246,203,236,16,426,364,63,436,125,28,552,210,0,336.8,101.2,42949.5,4814.62,7649.49
0,521,600,41,389,444,35,457,105,58,25,180,0,218,117,0,385.688,356,35734.5,35254.8,-28686.5
0,546,600,64,199,150,34,426,153,62,322,257,61,270,362,55,281.167,243.083,35805.2,29393.4,-30396
0,273,600,348,582,499,10,287,191,36,68,305,0,473,566,0,294.1,261.2,42115.2,1520.62,1074.98
0,78,600,348,106,116,0,287,159,0,492,428,0,401,321,0,289.7,190.8,43519.8,8317.96,16875.6
0,246,600,489,203,257,67,395,410,0,315,494,0,524,309,0,295.333,381.889,42143,7828.86,17827.5
0,500,600,440,504,149,61,507,57,27,246,556,32,405,483,0,299,427.6,48947.6,1299.16,-4145.67
0,276,600,425,262,102,50,338,447,56,89,243,33,276,381,27,286.667,335.222,45607.5,2824.44,11027.1
0,341,600,468,161,538,55,536,78,15,61,496,31,540,569,0,351.6,358.2,42685.6,3118.18,4392.87
0,167,600,58,82,364,71,320,391,64,364,167,53,471,345,0,274.8,117.3,40987.7,1736.46,-7603.71
0,201,600,122,210,517,0,36,586,0,352,170,0,37,255,0,286.818,89.1818,46760.4,4692.36,-9425.46
0,24,600,339,563,54,30,242,219,17,513,68,44,31,534,0,293.364,211.364,41156.6,10372.9,19096.3
0,571,600,595,327,313,51,412,287,41,183,189,60,201,453,31,298.556,549.556,42811.5,886.278,-1226.97
0,344,600,226,497,80,52,58,226,40,110,138,32,539,445,0,307.889,288,42776.9,2719.25,-9503
0,597,600,338,138,78,14,341,104,73,501,464,35,506,284,34,284.1,452.1,39961.9,8698.32,-17924
0,345,600,310,537,35,0,598,556,0,184,568,0,268,417,0,307.5,311.4,38594.7,929.156,-1661.67
0,402,600,422,167,408,42,245,297,71,481,412,15,52,91,33,296.5,452.5,46771.4,1405.39,671.5
0,536,600,383,417,253,0,14,166,0,1,48,0,511,362,0,322.8,458.4,41126.8,5123.16,-13296.1
0,137,600,88,33,252,14,274,111,27,118,309,66,181,478,0,288.3,140.8,40688.7,1908.18,-6248.38
0,130,600,364,515,418,33,426,306,41,116,213,21,573,563,0,335.9,208,37916.8,8213.78,15084.3
0,150,600,78,4,599,0,577,370,0,243,461,0,8,286,0,288.3,91,42613.8,1254,-1894.22
0,297,600,41,313,415,68,187,108,0,62,485,0,349,471,0,284.091,86.8182,41081.1,9747.56,-15751.6
0,435,600,0,238,277,48,327,64,0,274,376,0,454,246,0,304.636,213.545,42869.9,19044.9,-27807
0,234,600,297,138,468,71,206,372,0,350,367,0,366,163,0,298.7,345.3,45907.1,3558.23,4669.32
0,404,600,8,566,427,13,307,114,22,495,361,54,276,279,0,303.214,209.143,36224,20203.7,-25279.2
0,169,600,112,67,185,43,599,136,0,174,492,0,491,109,0,308.417,172.833,45631.9,3520.88,6149.17
0,482,600,437,546,418,33,206,524,0,242,87,0,285,307,0,292.778,486.222,47120.2,623.944,-430.07
0,584,600,149,521,468,36,208,236,0,256,373,0,516,350,0,247.5,312.583,35954.8,23727.2,-26439.5
0,251,600,175,428,497,33,433,269,14,73,273,0,103,580,0,299.2,148.7,38682.4,3486.23,-7170.93
0,282,600,440,134,505,56,499,186,0,66,72,0,103,576,0,306.909,300,44439.5,3728.2,9473.9
0,345,600,257,149,339,24,232,232,0,99,99,0,520,320,0,288.7,300.8,42077.6,1431.73,-5077.4
0,585,600,434,217,154,67,42,453,0,15,418,0,118,111,0,287.833,395,39798.9,13042.4,-13380.2
0,398,600,336,248,388,10,542,409,14,234,404,0,499,419,0,300.7,279.1,44694,5180.32,-1683.52
0,565,600,545,166,498,19,552,426,10,285,474,62,348,431,51,306.786,422.929,44488.3,9282.38,-6532.94
0,594,600,34,122,165,57,151,472,63,226,366,0,338,158,0,316.769,393.385,39788.5,38578.3,-35902.5
0,7,600,491,335,364,72,489,507,44,256,178,21,60,230,36,310.818,209,39210.6,29810.8,33328
0,358,600,451,355,130,35,207,166,59,136,58,38,247,294,71,287.455,470.727,47849.9,4252.42,8364.84
0,597,600,404,203,403,56,335,260,0,260,126,0,82,505,0,286,466.3,36470.9,5654.46,-12905.6
0,205,600,153,52,89,0,293,554,0,340,193,0,118,482,0,315.444,177.778,44532.5,599.694,-4682.76
0,505,600,328,34,224,30,398,536,13,489,323,60,261,25,0,298.636,378.455,49450.1,3047.67,-4278.12
0,466,600,479,413,184,0,321,310,0,100,479,0,119,31,0,278.7,506.1,39071.8,2798.77,-12.0773
0,475,600,257,460,419,42,416,519,62,197,252,31,379,582,0,277.2,314.6,39297.5,7777.38,-15009.4
0,172,600,67,121,322,64,168,80,36,319,318,0,194,330,0,310.526,244.069,41686.4,7954.93,-2877.2
0,460,600,129,498,546,42,487,449,0,386,574,0,454,209,0,296.571,280.643,32170,21058.1,-22981.6
0,504,600,130,326,126,60,465,206,33,196,179,0,597,404,0,303.091,359.364,43262.7,12830.9,-20497.6
0,273,600,169,415,149,46,283,228,0,449,459,0,228,136,0,320.727,172,42950.6,2151.4,-5202
0,201,600,129,434,3,0,125,330,0,241,468,0,349,182,0,306.182,244.818,42850.2,5056.16,-1052.56
0,370,600,510,507,187,21,235,437,58,116,570,0,401,382,0,291.222,416.111,40005.9,2681.61,8898.35
0,432,600,502,424,476,46,224,208,74,533,455,48,543,214,53,278.5,493.7,40054.7,1124.01,5028.39
0,557,600,145,512,94,0,359,457,0,145,460,0,26,433,0,322.5,370.643,30388.7,35983.3,-29133.6
0,93,600,92,204,314,17,70,31,0,452,106,0,46,520,0,290.2,152.5,43475.1,1831.17,-987.778
0,88,600,522,354,37,27,516,80,60,42,281,0,301,390,0,330.833,260.667,42716.9,22388.6,28455.7
0,562,600,226,288,545,33,363,589,0,185,553,0,413,15,0,257.417,353.333,39436.6,14516.2,-21599.3
0,86,600,534,148,197,69,234,51,0,50,403,0,153,468,0,310.5,254.25,38952.6,27151.8,30740.8
0,361,600,198,484,451,71,554,552,45,504,269,0,146,414,0,299.556,276.889,48366.5,1727.11,-5556.81
0,31,600,161,264,252,33,43,269,0,367,399,0,13,292,0,300.5,96,42240.1,1723.33,3440.11
0,289,600,324,412,96,0,96,363,0,376,476,0,327,349,0,268.2,243.4,42476.4,2657.16,5185.24
0,252,600,162,494,314,66,346,304,59,332,100,11,508,359,0,300.583,176.167,44774.8,2360.15,-7133.47
0,530,600,511,307,352,0,426,394,0,246,532,0,279,335,0,329.1,473.9,41544.1,1360.54,-3080.21
0,230,600,407,339,356,48,433,119,57,445,146,0,191,264,0,233.25,431.167,42612.2,9063.61,7852.32
0,32,600,171,306,358,43,294,472,39,318,321,0,451,502,0,296.636,135.727,42261.9,3291.82,658.191
0,377,600,59,145,357,43,383,293,50,534,435,0,416,556,0,253.5,188.167,42102.5,11672.9,-21038
0,345,600,338,166,163,50,522,194,13,511,191,71,141,107,62,292.8,270.7,42699.1,2561.79,179.045
0,126,600,235,416,405,0,565,396,0,247,390,0,149,81,0,320.8,173.1,41795.5,3536.77,10833.4
0,238,600,246,473,76,13,455,150,13,428,3,0,62,293,0,271.6,228.3,44022.3,1642.01,-4798.64
0,138,600,267,101,204,63,117,246,0,25,0,0,157,401,0,305.6,161.7,43518,3976.68,11616.1
0,333,600,209,348,285,40,433,420,71,520,204,0,239,360,0,301.9,327.9,42585.9,3623.66,-8027.34
0,514,600,568,36,489,26,478,85,60,46,294,0,374,248,0,314.273,528.727,38969.6,1708.22,4812.68
0,592,600,214,150,382,64,171,129,0,555,59,0,228,380,0,319.727,456.727,33616.4,20204,-23148.1
0,301,600,561,208,446,31,443,328,38,81,241,38,311,121,0,296.917,487.583,44249.9,7492.08,12240.1
0,394,600,248,455,138,39,516,492,42,485,172,0,28,217,0,321.5,353.9,43257.2,2181.66,-8040.06
0,540,600,61,352,237,0,236,53,0,192,43,0,93,341,0,300.077,291.538,50386.6,18931.6,-27150.7
0,250,600,563,415,144,62,527,443,0,455,126,0,460,196,0,299.5,428.6,43850.3,10131.6,19889.4
0,163,600,249,300,499,34,64,280,46,490,371,0,49,196,0,322.6,194.5,37610.3,1650.5,5337.67
0,187,600,518,192,368,39,192,344,45,462,331,69,102,178,0,298.667,342.889,41716.8,15989.6,25473.3
0,364,600,250,551,298,36,299,372,26,341,249,0,517,361,0,295.667,258.333,44094.5,5647.5,-12956.8
0,253,600,127,336,256,0,376,160,0,516,224,0,410,47,0,317.857,349.429,45290,12622.7,-4323.4
0,507,600,122,287,28,10,162,188,15,340,137,22,142,398,0,298,269,42456,26517.4,-31907.2
0,591,600,315,154,590,0,510,75,0,312,398,0,386,133,0,273.2,431.3,45018,8715.12,-18415.1
0,406,600,426,259,291,45,329,205,18,23,502,0,191,249,0,261.8,407.5,44074.6,1189.39,5541.11
0,476,600,92,150,561,38,438,259,21,503,139,61,552,206,0,289.8,243,41683.5,24178.9,-30874.2
0,102,600,489,519,234,23,435,69,36,378,537,49,186,335,63,314.8,343.9,40114,24226.8,30248.5
0,29,600,171,431,76,11,465,26,0,343,292,0,274,239,0,299.917,198.083,41675.2,8570.99,12760.7
0,438,600,2,514,122,0,185,152,0,569,53,0,297,379,0,317.455,240.727,37350.7,25768,-29425.7
0,53,600,443,332,192,36,65,528,11,340,169,60,547,14,0,305.364,237,39687.7,18146.8,26538.6
0,523,600,338,441,178,55,338,413,41,206,497,0,442,437,0,290.8,487.2,39808.4,7304.84,-13948.4
0,391,600,411,218,79,66,96,576,18,94,57,46,482,86,59,298.1,441,38443.2,1417.11,1582.67
0,380,600,420,69,486,64,426,468,0,18,479,0,129,177,0,293.25,396.625,43327.4,683.411,838.393
0,21,600,72,461,101,28,275,54,33,320,268,69,353,204,0,350.5,160.083,41410.5,9013.17,10427.8
0,22,600,411,81,336,39,521,294,57,0,337,0,518,4,0,322.583,211,42272.6,14132,21577
0,76,600,16,479,90,10,279,294,26,423,154,62,474,463,0,305.667,57.3333,50985.2,1252,-6696.75
0,206,600,258,306,195,26,491,219,26,190,127,55,413,169,0,299.667,261,43955.8,528,1360.88
0,287,600,197,131,77,46,247,549,22,238,390,64,349,268,57,294.667,222.778,44268.5,1443.44,-5980.71
0,141,600,545,506,366,65,453,458,24,256,101,0,242,397,0,267.923,413.231,39914.4,20923.9,26917.2
0,42,600,323,349,504,58,246,114,66,19,319,0,557,10,0,321.3,210.8,47722.5,7028.4,15461.4
0,46,600,153,134,534,26,354,444,10,184,310,63,536,92,0,296.636,192.455,42802.5,5604.27,7388.08
0,148,600,5,223,303,70,216,228,0,42,425,0,333,67,0,308.4,120.9,46881.6,2566.1,-8373.73
0,412,600,338,428,80,0,283,58,0,217,129,0,402,567,0,265.3,404.8,42817.8,4853.51,-11825.5
0,400,600,168,389,388,73,208,195,33,226,104,52,440,540,0,306.5,243.6,38816.3,10301.2,-18724.2
0,323,600,292,404,347,57,182,54,48,456,87,0,121,125,0,301.818,364.636,44661.4,3200.65,4697.13
0,73,600,34,303,198,65,275,355,13,236,315,40,96,6,0,310.636,65.0909,43865.5,786.891,-159.864
0,186,600,238,440,448,63,369,432,49,1,135,0,58,293,0,282,274.4,41582.4,2766.04,3121.89
0,406,600,24,273,42,24,185,225,14,498,148,0,55,537,0,292.75,208.583,43808.4,13815,-23996.6
0,485,600,456,521,373,27,356,64,59,477,265,57,215,401,12,314.2,498.6,44373.7,1930.04,-2428.02
0,22,600,388,327,172,22,299,8,0,277,200,0,586,204,0,354.571,160.071,50040.3,12253.6,17939
0,120,600,572,483,324,0,270,20,0,465,544,0,223,236,0,346.154,300.077,38653.8,21626.6,26506.5
0,21,600,592,232,201,0,423,199,0,561,578,0,376,271,0,315.714,308.143,35457.1,35774.3,33388.7
0,554,600,516,195,313,68,492,63,0,549,161,0,583,206,0,315.5,537.5,42291.2,1525.17,-3326.06
0,267,600,5,406,441,0,4,189,0,34,267,0,71,325,0,306.7,150.8,38962.7,9101.73,-17381.1
0,250,600,91,552,219,41,391,133,26,535,131,52,478,273,35,293,111.1,39685.6,6756.54,-12775
0,115,600,24,117,197,70,341,563,0,57,288,0,129,113,0,311.556,98.5556,44512,1074.53,-2036.35
0,227,600,473,9,163,0,576,356,0,274,509,0,293,486,0,316.364,324,46181.9,11183,21256.5
0,277,600,210,264,339,16,146,175,58,553,381,37,299,341,0,304.889,259.444,42204.6,467.028,-1721.57
0,150,600,332,556,314,0,256,437,0,499,269,0,316,575,0,303.9,200.1,39982.8,3559.21,9528.57
0,443,600,546,495,453,35,499,415,64,315,79,68,329,428,47,261.583,464.833,38817.7,5428.88,8155.02
0,397,600,228,577,389,0,316,473,0,103,189,0,2,213,0,294.444,305,44235.3,2451.25,-9395
0,556,600,461,319,212,64,497,130,26,107,140,0,289,557,0,298.1,488.2,44097.4,1146.18,-1520.13
0,382,600,513,175,536,0,451,465,0,111,241,0,76,489,0,316,431.4,46302,2788.27,10227.6
0,95,600,172,546,240,38,451,56,0,521,459,0,114,192,0,332.7,150.3,41938,1259.34,3527.32
0,232,600,87,561,412,0,441,2,0,119,510,0,81,240,0,317.364,192.455,41567.1,2504.47,-8537.08
0,501,600,85,171,490,25,246,413,0,366,53,0,220,347,0,300.5,284.8,43214.3,17103.1,-26728
0,148,600,232,159,586,0,25,344,0,343,258,0,12,429,0,325,216.556,45945.8,1432.53,4923.12
0,290,600,598,92,170,38,296,510,69,165,109,0,225,375,0,356.417,372.167,44085.7,9889.79,14331.1
0,143,600,110,359,124,24,277,146,66,227,502,35,563,74,0,325,268.417,45299.3,9695.54,-70.3636
0,74,600,538,300,199,42,33,516,0,539,517,0,496,413,0,218.286,391.429,44645.6,25143,26036.3
0,272,600,265,559,253,0,441,471,0,241,263,0,260,379,0,312.444,280.556,42883.5,839.278,3371.85
0,537,600,352,359,38,0,530,66,0,255,185,0,144,482,0,287.818,465.182,40592,4136.76,-11635.7
0,183,600,393,451,109,43,159,49,38,64,462,33,436,149,0,288.5,274,42612.7,4618.44,12722.4
0,529,600,37,490,464,30,306,41,20,346,456,46,530,208,0,299.364,278.364,42733.3,25041.5,-31726.1
0,23,600,427,343,204,0,462,362,0,161,302,0,598,22,0,290.667,239.417,40780.1,20009.2,26356.1
0,407,600,299,403,316,42,363,299,53,216,412,0,284,553,0,317.083,292.417,46413.7,9413.36,-16325.4
0,365,600,143,169,16,13,121,228,26,541,426,28,297,32,0,330.818,301,52044.4,5055.8,-13675.5
0,257,600,368,389,399,15,191,139,62,34,573,0,148,364,0,316.4,310.8,43215.8,1050.62,2558.53
0,235,600,345,538,221,17,438,285,14,71,415,45,374,287,52,302.3,320,40273.3,2239.33,6684.11
0,494,600,105,532,337,0,491,134,0,191,28,0,314,179,0,232.857,257.357,39919.2,16977.3,-23430
0,310,600,512,50,115,30,156,238,0,440,549,0,21,365,0,352.083,334.833,42973.4,7915.24,12952.3
0,350,600,127,303,339,31,481,92,59,430,394,24,475,110,50,327.667,303.083,46311.7,5002.27,-11554.9
0,406,600,183,197,326,32,225,378,70,2,10,0,568,491,0,318.6,363.8,39444.7,7862.62,-14353.2
0,282,600,157,227,307,62,274,335,52,440,189,19,51,532,0,320.523,196.279,39977.3,3781.89,-10659
0,484,600,523,461,421,44,168,204,0,591,154,0,494,523,0,296.25,516.375,45467.4,254.268,870.036
0,304,600,226,331,201,39,230,76,35,498,393,51,148,179,71,315.199,269.955,38996.2,2301.19,-7875.35
0,245,600,171,73,388,0,277,592,0,326,416,0,289,173,0,328.889,269.111,45252.9,2955.61,-2157.61
0,111,600,312,102,385,73,463,335,42,476,63,42,232,64,0,327.583,110.417,42975.9,8738.08,15050.2
0,547,600,19,320,566,29,419,522,54,327,479,14,236,450,0,219,250.938,33345.6,35645.9,-25957.9
0,410,600,435,173,488,72,94,521,52,49,78,0,113,84,0,296.8,358.7,39954,3718.23,3730.93
0,101,600,484,218,298,17,88,354,38,468,428,25,178,228,0,347,227.75,41773.3,22172,25605.5
0,462,600,583,52,49,39,262,83,64,500,235,47,468,594,0,280.4,488.1,39934,3350.77,9752.96
0,218,600,386,498,316,69,97,128,0,227,293,0,327,428,0,332.8,322.5,45046.8,5674.5,13802.1
0,491,600,149,229,34,13,90,109,62,524,315,20,382,585,0,311,336.636,42551.4,9187.05,-18645.4
0,498,600,234,217,349,68,329,344,70,519,354,61,221,257,55,341.769,427.308,36500.4,11823.4,-14295.1
0,577,600,427,399,577,0,493,416,0,193,364,0,361,79,0,272.8,481.1,42163.7,2369.21,-7852.64
0,122,600,397,496,153,65,316,485,45,157,102,25,317,223,0,264.6,290.4,43985.8,9123.82,18680.7
0,441,600,141,111,559,23,503,296,72,160,389,27,74,271,0,259.231,216.846,37216.5,20717.8,-23317
0,107,600,9,398,249,62,176,487,28,115,304,66,41,179,34,328.889,119,48542.9,2179.75,-3212.75
0,536,600,3,4,38,0,100,289,0,437,24,0,71,560,0,266.929,253.214,32048.1,37209.4,-31253.8
0,249,600,233,66,250,29,138,148,0,138,253,0,279,226,0,276.273,289.455,41721.8,2764.67,-3904.34
0,227,600,336,83,266,26,165,461,0,452,269,0,201,262,0,298.909,258.545,41402.1,5197.87,12215.5
0,170,600,363,506,98,14,146,494,38,231,356,54,491,399,0,263.5,383.583,49501.9,10896.4,14466
0,420,600,285,242,457,0,134,536,0,66,297,0,383,291,0,302.5,411.2,45166.5,4915.29,-7891.22
0,146,600,284,79,537,18,51,356,0,536,9,0,130,595,0,288.25,259.917,33849.3,14631.2,15762.6
0,179,600,111,180,60,20,335,101,57,353,327,0,459,147,0,310.9,87.4,46547.4,2872.71,-6714.96
0,593,600,115,367,44,15,418,273,43,542,181,0,426,541,0,289.8,328.4,36994.6,29088,-32222.4
0,108,600,316,142,400,68,537,520,62,254,493,16,119,316,0,302.25,126.75,40844,10254.4,16552.5
0,452,600,162,456,566,24,105,337,71,292,433,0,272,7,0,316.636,363.091,34624.9,13419.9,-18631.5
0,306,600,559,432,185,73,161,494,65,216,332,43,91,454,48,291.222,461.556,42028.2,8224.03,17697
0,559,600,337,473,554,0,475,581,0,195,489,0,500,329,0,331.2,449.8,40513.1,6709.29,-15912.3
0,335,600,53,29,78,0,127,468,0,9,258,0,414,172,0,334.273,236.091,45165.6,10010.5,-19746.9
0,5,600,259,229,399,44,84,502,46,444,500,71,511,222,21,304.6,150.6,46935.8,5677.38,13311.4
0,449,600,158,287,76,68,249,344,60,479,150,26,382,556,34,294.091,389.727,42214.3,15451.8,-21507.8
0,80,600,36,429,388,70,522,58,51,571,131,0,378,214,0,-1,-1,-1,-1,-1
0,382,600,24,194,210,62,76,298,0,165,34,0,304,297,0,264,163.667,41184.5,12461.2,-19540.1
0,261,600,143,392,90,0,347,527,0,118,90,0,440,500,0,319.091,161.545,45449.3,6227.67,-14812.2
0,592,600,344,443,524,59,502,348,16,362,68,41,456,132,21,291.6,415.6,42358.9,10340.9,-18954.4
0,232,600,162,53,363,26,338,457,61,177,487,0,139,302,0,292.6,179.7,41236.9,1209.79,-4616.69
0,123,600,473,58,443,24,342,162,36,69,555,16,167,325,0,262.462,314.692,41156.9,18559.2,24660
0,474,600,306,127,166,67,472,401,38,177,493,39,318,330,62,261.667,305.25,41989.3,6591.48,-11037.5
0,30,600,166,150,187,68,599,39,0,117,428,0,194,82,0,306.222,118.778,40439.7,2491.94,9366.06
0,458,600,505,250,260,0,537,265,0,422,550,0,214,0,0,312.8,495.6,41556.6,681.6,1926.02
0,558,600,329,65,291,14,492,119,18,94,510,15,294,245,0,296.909,388.273,40795.7,7844.22,-14460.7
0,293,600,379,448,451,59,377,419,0,597,517,0,405,202,0,310.3,290.4,39939.1,4260.27,9333.09
0,173,600,327,250,480,48,484,587,0,521,594,0,337,218,0,276.4,214.8,41570.5,4192.62,11678.2
0,18,600,116,45,380,0,72,270,0,148,18,0,90,506,0,309.667,63,39918.8,3852.25,10497.8
0,20,600,479,397,130,22,361,270,54,490,68,64,432,264,0,261,336.154,35048,29370.1,26912.8
0,182,600,240,422,74,62,346,152,30,212,486,0,197,366,0,309,208.545,39913,2374.07,5846.3
0,69,600,587,570,356,10,421,477,0,326,316,0,27,579,0,353.8,270.8,40200.9,29600.2,26409.2
0,137,600,503,134,263,58,121,410,0,539,432,0,363,41,0,350.923,207.077,43730.9,18522.6,19976.8
0,48,600,279,121,12,0,517,295,0,88,60,0,300,545,0,292.111,181,42505.9,9224,18896.1
0,427,600,299,473,138,60,334,229,55,221,284,0,359,357,0,281.2,368.5,41200.2,2551.83,-8352.67
0,218,600,565,268,596,0,135,113,0,440,345,0,532,109,0,309.429,264.357,35629.7,21702.6,21829.6
0,384,600,443,554,386,19,0,186,0,52,306,0,506,303,0,306.455,394.636,46459.5,2898.65,6122.28
0,27,600,315,37,238,23,119,104,37,445,316,63,87,9,0,300.532,127.915,38685.6,13471.3,21193.7
0,57,600,218,336,401,0,448,122,0,248,533,0,379,382,0,249,211.818,46526.6,3785.76,5127
0,280,600,402,213,438,51,253,412,0,324,542,0,104,526,0,280,424.4,43082.9,5186.04,5033.33
0,532,600,245,478,103,42,335,200,71,332,280,0,23,348,0,284,386.545,42086.6,8894.67,-19093
0,559,600,364,301,432,54,80,495,59,162,441,65,434,425,62,278.333,360,48437.9,8002.18,-13769.1
0,267,600,243,433,429,74,379,342,0,565,10,0,18,441,0,312.9,250.5,43915.7,1227.61,890.833
